"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"01000","A0000065994","北海道","社会福祉法人恩賜財団済生会支部北海道済生会","しゃかいふくしほうじんおんしざいだんさいせいかいしぶほっかいどうさいせいかい","3010405001696","北海道小樽市","築港１０番１号","0134-25-4321","0134-25-2888",,"居宅訪問型児童発達支援","発達支援事業所　きっずてらす","はったつしえんじぎょうしょきっずてらす","0152002614","北海道小樽市","築港11番５号","0134-26-6733",,,43.18391522,141.02293204,"","","","",,,
"01204","A0000135037","旭川市","株式会社トレジャー","かぶしきがいしゃとれじゃー","7450001013957","北海道旭川市","永山１条１丁目２番１３号","0166-76-9994","0166-76-9984","https://miraclath.blogspot.com/","居宅訪問型児童発達支援","みらくる","みらくる","0152904074","北海道旭川市","永山１条１丁目２番１３号","0166-76-9994","0166-76-9984","https://miraclath.blogspot.com/",43.78818991,142.39516425,"10:00-17:00","10:00-16:00","00:00-00:00","10:00-17:00","日曜日","祝日は事業所判断とする",
"01204","A0000030706","旭川市","株式会社 湧心","かぶしきがいしゃゆうしん","1450001011925","北海道旭川市","春光６条４丁目３番５号","0166-76-6608","0166-76-6609",,"居宅訪問型児童発達支援","重度障がい児支援　花色","じゅうどしょうがいじしえんはないろ","0152903647","北海道旭川市","春光６条４丁目３番５号","0166-73-8786","0166-73-8846","https://hanailo.meityo.com",43.80314223,142.35610889,"10:00-16:00","10:00-16:00","","","日曜日、祝日、年末年始、研修日",,
"01000","A0000068044","北海道","特定非営利活動法人　Ｕ−ｍｉｔｔｅ","とくていひえいりかつどうほうじんゆーみって","2460105002190","北海道帯広市","清流東２丁目１５番地１","0155-48-8009","","https://u-mitte.jp","居宅訪問型児童発達支援","重症児デイサービス　プエオキッズ","じゅうしょうじでいさーびすぷえおきっず","0154602338","北海道帯広市","西五条南４１丁目１番地１０","0155-29-3067","0155-29-1860","",42.88329276,143.20205680,"","","","",,,
"01000","A0000100154","北海道","株式会社　はなプラス","かぶしきがいしゃはなぷらす","2460301005039","北海道北見市","桜町６丁目１番地１","0157-25-5187","0157-33-1287",,"居宅訪問型児童発達支援","放課後等デイサービス　はなプラス","ほうかごとうでいさーびすはなぷらす","0155001613","北海道北見市","桜町６丁目１番地１","0157-25-5187","0157-33-1287",,43.80554529,143.90626635,"09:00-17:00","","","","土曜日、日曜日、祝日、８月１４日〜１６日、１２月２９日〜１月３日",,
"01000","A0000100160","北海道","株式会社　はなプラス","かぶしきがいしゃはなぷらす","2460301005039","北海道北見市","桜町６丁目１番地１","0157-25-5187","0157-33-1287",,"居宅訪問型児童発達支援","放課後等デイサービス　はなプラス２","ほうかごとうでいさーびすはなぷらす","0155001654","北海道北見市","桜町６丁目２番１３号","0157-25-5187","0157-33-1287",,43.80486483,143.90691911,"09:00-17:00","","","","土曜日、日曜日、祝日、８月１４日〜１６日、１２月２９日〜１月３日",,
"01000","A0000055949","北海道","留萌市","るもいし","2000020012122","北海道留萌市","幸町1丁目11番地","0164-42-1801","0164-43-8778","","居宅訪問型児童発達支援","留萌市子ども発達支援センター","るもいしこどもはったつしえんせんたー","0156400095","北海道留萌市","沖見町4丁目62番地8","0164-42-1109","0164-43-5410",,43.92817356,141.63512667,"","","","",,,
"01000","A0000046203","北海道","一般社団法人りあん","いっぱんしゃだんほうじんりあん",,"北海道苫小牧市","三光町３丁目１６番１１号","0144-35-6044","0144-35-6044",,"居宅訪問型児童発達支援","りあん","りあん","0153600127","北海道苫小牧市","ときわ町４丁目２４番１３号","0144-61-1216","0144-61-1216","",42.61615235,141.51014167,"","","","",,,
"01000","A0000056400","北海道","北海道子ども療育支援株式会社","ほっかいどうこどもりょういくしえんかぶしきがいしゃ","4430001080713","北海道江別市","大麻栄町17番地の11","011-802-9985","011-802-9985","https://kotonoha-ds-room.com","居宅訪問型児童発達支援","第2ことのは相談室","だいにことのははったつそうだんしつ","0151000528","北海道江別市","野幌町76番地4北洋ビル1F","011-802-9985",,,43.09328882,141.52355922,"09:30-17:30","","","","土日祝日、１２月２９日〜１月３日",,
"01000","A0000038265","北海道","江別市","えべつし","9000020012173","北海道江別市","高砂町６番地","011-382-4141","011-381-1070",,"居宅訪問型児童発達支援","江別市児童発達支援事業所あゆみ","えべつしじどうはったつしえんじぎょうしょあゆみ","0151000023","北海道江別市","錦町１４−８７江別市総合社会福祉センター内","011-385-1015","011-385-1015","https://www.city.ebetsu.hokkaido.jp/soshiki/kodomo/268.html",43.10190758,141.53124968,"09:15-17:15","","","","土日祝日、１２月２９日〜翌年１月３日",,
"01000","A0000038264","北海道","千歳市","ちとせし","2000020012246","北海道千歳市","東雲町２丁目３４番地千歳市総合福祉センター","0123-24-0353","0123-27-1113","https://www.city.chitose.lg.jp/docs/11665.html","居宅訪問型児童発達支援","千歳市児童発達支援センター","ちとせしじどうはったつしえんせんたー","0151100039","北海道千歳市","東雲町２丁目３４番地千歳市総合福祉センター内","0123-24-0348","0123-27-1113","https://www.city.chitose.lg.jp/docs/11665.html",42.82097651,141.65089187,"09:00-17:00","","","","土日、祝日、年末年始",,
"01000","A0000048967","北海道","恵庭市","えにわし","4000020012319","北海道恵庭市","京町１番地恵庭市役所本庁舎","0123-33-3131","0123-33-3175","http://www.city.eniwa.hokkaido.jp","居宅訪問型児童発達支援","恵庭市子ども発達支援センター","えにわしこどもはったつしえんせんたー","0151200029","北海道恵庭市","黄金南５丁目１１番地の４","0123-33-3382","0123-34-9105","http://www.city.eniwa.hokkaido.jp",42.88796967,141.59675457,"09:30-10:30","","","","日曜日、国民の祝日に関する法律に規定する日、および12月29日〜1月3日",,
"01000","A0000081428","北海道","合同会社BLOOM","ごうどうがいしゃぶるーむ","430003013343 ","北海道北広島市","南町3丁目3番地2","011-312-1606",,,"居宅訪問型児童発達支援","オーケストラ","おーけすとら","0151300241","北海道北広島市","中央6丁目3-1","011-375-0828",,,42.97814662,141.56381740,"09:00-18:00","","","09:00-18:00","土曜日、日曜日、年末年始",,
"01000","A0000037236","北海道","北広島市","きたひろしまし","4000020012343","北海道北広島市","中央４丁目２番地１","011-372-3311","011-372-6388","http://www.city.kitahiroshima.hokkaido.jp/","居宅訪問型児童発達支援","北広島市子ども発達支援センター","きたひろしましこどもはったつしえんせんたー","0151300019","北海道北広島市","栄町１丁目５番地２北広島エルフィンビル3階","011-372-1650","011-372-6388","http://www.city.kitahiroshima.hokkaido.jp/kosodate/",42.97668004,141.56188153,"09:00-17:00","","","","土曜日、日曜日、祝日、年末年始",,
"01000","A0000038267","北海道","石狩市","いしかりし",,"北海道石狩市","花川北６条１丁目３０番地２石狩市役所","0133-72-7015","0133-76-6935","http://www.city.ishikari.hokkaido.jp/","居宅訪問型児童発達支援","石狩市子ども発達支援センター","いしかりしこどもはったつしえんせんたー","0157600016","北海道石狩市","花川北6条1丁目41-1総合保健福祉センターりんくる2階","0133-72-7015","0133-76-6935","http://www.city.ishikari.hokkaido.jp/soshiki/k-hattatsu/3407.html",43.17103119,141.31744171,"09:00-17:00","","","",,,
"01000","A0000028994","北海道","音更町","おとふけちょう","1000020016314","北海道河東郡音更町","元町２番地","0155-42-2111","0155-42-5160","http://www.town.otofuke.hokkaido.jp/","居宅訪問型児童発達支援","音更町第１子ども発達支援センター","おとふけちょうだいいちこどもはったつしえんせんたー","0154700215","北海道河東郡音更町","大通６丁目６番地プロスパ６内","0155-32-4800","0155-32-4801","http://www.town.otofuke.hokkaido.jp/life/mainichi-seikatu/fukusi/hattatsu_shien_c.html",42.99768432,143.19843365,"09:00-18:00","09:00-18:00","","","日曜日、祝日、12月31日から1月５日まで",,
"02201","A0000055513","青森市","株式会社Ｂｌｕｅｂｅｌｌ","かぶしきがいしゃぶるーべる","5420001016188","青森県青森市","岡造道1-2-16","017-757-9371","017-7579372",,"居宅訪問型児童発達支援","きゃんばす","きゃんばす","0250161353","青森県青森市","岡造道1丁目2-16","0177579371","0177579372","https://canvas-aomori.net",40.82710486,140.78397521,"09:00-17:00","","","","土曜、日曜、祝日、お盆(8/13〜8/15)、年末年始(12/29〜1/3)",,
"02201","A0000076005","青森市","Ｒｉｎｇｓ合同会社","りんぐすごうどうがいしゃ","2420003002453","青森県青森市","堤町一丁目７番１１号","017-718-2492","017-718-2495",,"居宅訪問型児童発達支援","居宅訪問型児童発達支援ねこのて","きょたくほうもんがたじどうはったちしえんねこのて","0250161551","青森県青森市","浪打2丁目2−8","017-718-2936","017-718-2134","https://www.rings-llc.com/",40.82637152,140.78056725,"","","","",,,
"02000","A0000127607","青森県","社会福祉法人幸喜会","しゃかいふくしほうじんこうきかい","7420005004939","青森県弘前市","外崎三丁目1番地10","0172-27-8876","0172-27-8891",,"居宅訪問型児童発達支援","多機能型事業所ルアナ御幸町","たきのうがたじぎょうしょるあなみゆきちょう","0250261575","青森県弘前市","御幸町３番地２４","0172-55-7818","0172-55-7819","https://luana-niji.com/",40.59430277,140.47458561,"09:00-15:00","09:00-15:00","","","日、祝、12/29〜1/3",,
"02203","A0000041694","八戸市","有限会社バーム","ゆうげんがいしゃばーむ","1420002010466","青森県八戸市","西白山台一丁目５番５号","0178518485",,"https://www.rehastation-kounotori","居宅訪問型児童発達支援","多機能型事業所リハステーションコウノトリ","たきのうがたじぎょうしょりはすてーしょんこうのとり","0250360070","青森県八戸市","根城三丁目5‐14","0178207843",,,40.50307901,141.47672223,"10:00-17:00","","","","土曜、日曜、祝祭日、お盆、年末年始",,
"02203","A0000078222","八戸市","有限会社バーム","ゆうげんがいしゃばーむ","1420002010466","青森県八戸市","西白山台一丁目５番５号","0178518485",,"https://www.rehastation-kounotori","居宅訪問型児童発達支援","多機能型事業所リハステーション　コウノトリ２","たきのうがたじぎょうしょりはすてーしょんこうのとりに","0250360344","青森県八戸市","根城九丁目14番11号","0178209980","0178209986",,40.50886688,141.46716465,"10:00-17:00","10:00-17:00","","","日曜、祝祭日、お盆、年末年始",,
"02203","A0000114855","八戸市","有限会社バーム","ゆうげんがいしゃばーむ","1420002010466","青森県八戸市","西白山台一丁目５番５号","0178518485",,"https://www.rehastation-kounotori","居宅訪問型児童発達支援","多機能型事業所リハステーション　コウノトリまほろば園","たきのうがたじぎょうしょりはすてーしょんこうのとりまほろばえん","0250360419","青森県八戸市","売市二丁目７番28号","0178326236","0178-32-6237","https://www.rehastation-kounotori",40.50937808,141.47550544,"10:00-17:00","10:00-17:00","","","日・祝",,
"02000","A0000091231","青森県","社会福祉法人七戸福祉会","しゃかいふくしほうじんしちのへふくしかい","3420005005783","青森県上北郡七戸町","太田野19-4","0176-62-5200","0176-62-5219","https://shichinohefukushikai-official.hp.peraichi.com/","居宅訪問型児童発達支援","城南児童発達支援センター","じょうなんじどうはったつしえんせんたー","0251120143","青森県上北郡七戸町","天神林１９番地２","0176-62-3095","0176-58-6130",,40.69128857,141.15387625,"07:00-19:00","07:00-19:00","07:00-19:00","07:00-19:00","なし",,
"03201","A0000013864","盛岡市","特定非営利活動法人六等星","とくていひえいりかつどうほうじんろくとうせい","1400005002272","岩手県盛岡市","前九年1-1-11活動拠点　サッコラ","019-646-7999","019-613-2009",,"居宅訪問型児童発達支援","こどもサポート　サッコラ","こどもさぽーとさっこら","0350100053","岩手県盛岡市","前九年1-1-11活動拠点サッコラ","019-646-7999","019-613-2009",,39.71412299,141.12951065,"10:00-13:00","10:00-13:00","","","日曜日、祝祭日、お盆(8月13日〜16日)、年末年始(12月30日〜1月3日)",,
"03201","A0000025962","盛岡市","一般社団法人アクティビティいわて","いっぱんしゃだんほうじんあくてぃびてぃいわて","7400005007919","岩手県盛岡市","上田１丁目１４番３１号　","019-601-7665","019-601-7665","https://www.act-i.or.jp/","居宅訪問型児童発達支援","アクティブキッズ","あくてぃぶきっず","0350100517","岩手県盛岡市","南大通1丁目4-7-1階パークハイツ南大通","019-681-3858","019-681-3859","https://www.act-i.or.jp/",39.69814786,141.15700855,"09:00-17:00","","","","土日祝日",,
"04000","A0000044982","宮城県","水梨かふぇ","みずなしかふぇ","4370005009533","宮城県気仙沼市","物倉山6番地","0226-37-4585","0226-37-4925","http://www.mizunashi-ippo.com/","居宅訪問型児童発達支援","いっぽ","いっぽ","0450500525","宮城県気仙沼市","物倉山６番地","0226-37-4585","0226-37-4925","http://www.mizunashi-ippo.com/",38.86359085,141.53310299,"09:30-17:00","09:30-17:00","","09:30-17:00","日曜日及び12月３０日〜１月３日",,
"04000","A0000023452","宮城県","認定ＮＰＯ法人さわおとの森","にんていえぬぴーおーほうじんさわおとのもり","8370605000623","宮城県宮城郡利府町","利府八幡崎６３−１","022-290-3567","022-290-6678","http://www.sawaoto.jp","居宅訪問型児童発達支援","こども発達センターあかいしの森　居宅発達支援「にじ」","こどもはったつせんたーあかいしのもりきょたくはったつしえんにじ","0452700677","宮城県富谷市","明石台７丁目２番地１","022-725-8770","022-725-8773","http://www.sawaoto.jp",38.34697036,140.89918110,"08:30-17:00","","","","土曜日、日曜日、祝日、お盆の３日間、12月30日〜1月3日",,
"06201","A0000026060","山形市","合同会社リハサポート","ごうどうがいしゃりはさぽーと","7390003001306","山形県山形市","印役町1丁目2番３８号リバーサイドアメニティー１階Ｂ","023-679-5403","023-679-5403","http://archyamagata.wixsite.com/arch","居宅訪問型児童発達支援","アーチ","あーち","0650100290","山形県山形市","印役町一丁目２番38号リバーサイドアメニティ１階Ｂ","0236795403","0236795403","https://archyamagata.wixsite.com/arch",38.26189920,140.35125298,"09:00-17:30","09:00-17:30","00:00-00:00","00:00-00:00","定休日：日曜日、月曜日、祝祭日、4/29〜5/5、8/12〜16、12/28〜1","研修等で臨時に休業する場合があります。",
"06000","A0000084725","山形県","特定非営利活動法人やまごや","とくていひえいりかつどうほうじんやまごや","9390005008941","山形県鶴岡市","末広町5番22−201マリカ西館２階C-1","0235292117","05038521225","https://npo-yamagoya.org","居宅訪問型児童発達支援","子ども訪問支援やまごや","こどもほうもんしえんやまごや","0650300205","山形県鶴岡市","末広町5番22−201（マリカ西館2階）A−3","0235292117","05038521225","http://npo-yamagoya.org",38.73800376,139.83833999,"09:00-17:00","","","","土日、祝日",,
"06000","A0000043140","山形県","酒田市","さかたし","5000020062049","山形県酒田市","本町2丁目2番45号","0234-26-6258","0234-23-2258","http://www.city.sakata.lg.jp","居宅訪問型児童発達支援","酒田市はまなし学園","さかたしはまなしがくえん","0650400013","山形県酒田市","住吉町１０番２４号","0234333283","0234334050",,38.93005895,139.83327042,"08:30-17:15","","","","土・日曜日、国民の祝日及び12月29日から翌年1月3日までの日。",,
"07201","A0000115594","福島市","福島市","ふくしまし","1000020072010","福島県福島市","五老内町3番1号","024-535-1111",,"https://www.city.fukushima.fukushima.jp/","居宅訪問型児童発達支援","福島市こども発達支援センター","ふくしましこどもはったつしえんせんたー","0750100034","福島県福島市","森合町10-1福島市保健福祉センター","024-534-6074","024-597-7608","https://www.city.fukushima.fukushima.jp/kodomokatei-katei/kodomohattatusiennsenta.html",37.76313294,140.46333425,"09:00-16:30","","","","土日祝祭日、年末年始",,
"07203","A0000029219","郡山市","社会福祉法人郡山市社会福祉事業団","しゃかいふくしほうじんこおりやまししゃかいふくしじぎょうだん","2380005002530","福島県郡山市","朝日一丁目２９番９号−","024-924-2950","024-924-2969","http://koriyama-fj.sakura.ne.jp/","居宅訪問型児童発達支援","郡山市立希望ヶ丘学園","こおりやましりつきぼうがおかがくえん","0750200594","福島県郡山市","希望ケ丘27番１号","024-951-0262","024-951-0262",,37.40900759,140.34187358,"09:00-15:00","","","","土曜、日曜、祝日、年末年始",,
"07204","A0000062411","いわき市","社会福祉法人いわき福音協会","しゃかいふくしほうじんいわきふくいんきょうかい","2380005005715","福島県いわき市","平上平窪字羽黒４０番地の４４法人本部事務局","0246-23-1903","0246-23-1905","http://i-fukuin.com","居宅訪問型児童発達支援","エデンの家","えでんのいえ","0753100262","福島県いわき市","平上平窪字古館１番地の22","0246-88-7741","0246-88-7743","http://edennoie.i-fukuin.com",37.09333846,140.88865694,"09:00-15:00","","","","土・日・祝日・お盆休み・年末年始(12/29~1/3)",,
"08201","A0000069943","水戸市","特定非営利活動法人キララこそだて支援センター","とくていひえいりかつどうほうじんきららこそだてしえんせんたー","050005010911 ","茨城県水戸市","河和田町1193-5なし","029-353-6251","029-353-6252","http://www.kirara-bss.com/","居宅訪問型児童発達支援","キララケアサービス","きららけあさーびす","0850101080","茨城県水戸市","河和田町1193-5","029-353-6251","029-353-6252",,36.36998672,140.42080282,"","","","",,,
"08000","A0000129392","茨城県","一般社団法人Burano","いっぱんしゃだんほうじんぶらーの","7050005012145","茨城県古河市","小堤1881-13","0280-23-4490","0280-23-4491","http://burano.or.jp/","居宅訪問型児童発達支援","多機能型重症児デイサービス　Titta","たきのうがたじゅうしょうじでいさーびすちった","0850400284","茨城県古河市","小堤1881-13","0280234490","0280-23-4491","https://burano.or.jp/",36.20460697,139.75344486,"","","","",,,
"13000","A0000077589","東京都","株式会社国立療育センター","かぶしきがいしゃくにたちりょういくせんたー","7380002027740","茨城県石岡市","石岡2214番地茨城県石岡市石岡2214番地","042-505-9634","042-505-9635","https://www.marusora.com/","居宅訪問型児童発達支援","児童はったつ支援室まるソラぷらす","じどうはったつしえんしつまるそらぷらす","1353400300","東京都国立市","富士見台４−１０−３ＡＤＡＭＡＳ国立１階","042-572-0003","042-572-0004",,35.68553390,139.43178365,"","","","",,,
"08000","A0000138922","茨城県","株式会社LookRock","かぶしきがいしゃるっくろっく","8050001044785","茨城県筑西市","市野辺459-1","0296-45-7785","0296-45-7786","https://lookrock.jp","居宅訪問型児童発達支援","LR+きっず","えるあーるぷらすきっず","0852700335","茨城県筑西市","市野辺459番地1","0296-45-7785","0296-45-7786","https://lookrock.jp",36.31418211,139.98740827,"09:00-11:00","","","09:00-11:00","火、木、土、日曜日",,
"08000","A0000081654","茨城県","株式会社サシノベルテ","かぶしきがいしゃさしのべるて","1050001039148","茨城県桜川市","真壁町飯塚１００６番２号","0299-22-5000","0299-23-5000","http://sashinoberute.co.jp/","居宅訪問型児童発達支援","こどもサークル津賀","こどもさーくるつが","0852200146","茨城県鹿嶋市","津賀758-1","0299-69-3000","0299-69-3111","http://sashinoberute.co.jp/",36.03053426,140.58233953,"09:30-17:30","08:30-16:30","","08:30-16:30","日曜日・年末年始（12/31〜1/3）",,
"09201","A0000053084","宇都宮市","宇都宮市","うつのみやし",,"栃木県宇都宮市","旭1-1-5","028-632-2222","028-634-8156","http://www.city.utsunomiya.tochigi.jp","居宅訪問型児童発達支援","宇都宮市子ども発達センターかすが園","うつのみやしこどもはったつせんたーかすがえん","0950100032","栃木県宇都宮市","鶴田町970−1","028-647-4710","028-647-4715","http://www.city.utsunomiya.tochigi.jp",36.55828051,139.85320310,"09:30-15:00","","","","土曜日・日曜日",,
"09201","A0000075868","宇都宮市","yoboiryo株式会社(児）","よぼいりょかぶしきがいしゃ","1060001025007","栃木県宇都宮市","平松本町354-13","028-666-5420","028-666-5460","","居宅訪問型児童発達支援","小児多機能型事業所KODOMOTO","しょうにたきのうがたじぎょうしょこどもと","0950100750","栃木県宇都宮市","下栗町2913-1","028-615-7420","028-615-7430",,36.53722306,139.90733609,"08:00-17:00","","","08:00-17:00","土曜日曜、12/30~1/3",,
"10000","A0000064136","群馬県","ドレミ株式会社","どれみかぶしきがいしゃ","2070001031531","群馬県太田市","龍舞町2210-1","0276-55-5021","0276-55-5022","http://www.doremi-inc.co.jp/","居宅訪問型児童発達支援","空のうた","そらのうた","1050500204","群馬県太田市","東長岡町141-2","0276-55-4638","0276-55-4658","http://doremi-inc.co.jp/",36.29656599,139.39550470,"10:00-18:00","","","","指定土曜日、日曜日、祝日",,
"10000","A0000069806","群馬県","社会福祉法人希望の家","しゃかいふくしほうじんきぼうのいえ","3070005005126","群馬県みどり市","大間々町大間々２２−４","0277-73-2605","0277-73-6462","http://www.kibounoie.or.jp","居宅訪問型児童発達支援","発達・相談支援センターつむぎ","はったつそうだんしえんせんたーつむぎ","1051200150","群馬県みどり市","大間々町大間々22-4","0277-32-6222","0277-73-6462",,36.41447444,139.28475321,"08:30-17:30","","","","土日祝日",,
"10000","A0000130151","群馬県","特定非営利活動法人吾妻の福祉を推進する会","とくていひえいりかつどうほうじんあがつまのふくしをすいしんするかい","9070005009476","群馬県吾妻郡東吾妻町","植栗170-3","0279-25-7600","0279-25-7600","https://www.agatsuma-fukushi.jp/index.html","居宅訪問型児童発達支援","星の王子さま２","ほしのおうじさまつー","1052600119","群馬県吾妻郡東吾妻町","植栗170-3","0279-25-7600","0279-25-7600","https://www.agatsuma-fukushi.jp/2.html",36.57222811,138.86588143,"08:30-17:30",,"","","土曜日、日曜日、国民の休日及び8月14日から16日、12月29日から1月3日",,
"11100","A0000109482","さいたま市","社会福祉法人ねがいの杜","しゃかいふくしほうじんねがいのもり","8030005020594","埼玉県さいたま市西区","西大宮２−３１−３０","048-626-1909","048-626-1920","https://negainoie.com/","居宅訪問型児童発達支援","とっとちゃん","とっとちゃん","1156513366","埼玉県さいたま市西区","西遊馬2180-1","048-626-1909","048-626-1920","https://negainoie.com/",35.91636982,139.55877334,"09:00-17:00","","","","土曜、日曜、祝日",,
"40000","A0000067088","福岡県","株式会社Famstation","ふぁむすてーしょん","2030001122243","埼玉県さいたま市桜区","白鍬39-2","048-826-6589","048-826-6547","https://www.famstation.jp","居宅訪問型児童発達支援","療育サポートセンターKOTOIRO宗像","りょういくさぽーとせんたーこといろむなかた","4050600057","福岡県宗像市","日の里5-117号棟　２号","0940-37-5005","0940-37-5006","https://www.kotoiro.net",33.79121025,130.53601059,"09:00-17:00","09:00-17:00","","","土日祝日",,
