"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"12100","E0000024669","千葉市","千葉市（社会福祉法人千葉市社会福祉協議会）","ちばし","6000020121002","千葉県千葉市中央区","千葉港１−１","043-245-5227","043-245-5630","https://www.city.chiba.jp/（https://chiba-shakyo.jp）","医療型児童発達支援","千葉市療育センターすぎのこルーム","ちばしりょういくせんたーすぎのこるーむ","1250125026","千葉県千葉市中央区","末広３−２２−２１","043-279-1141","043-277-0220","https://chiba-shakyo.jp/suginoko/",35.59288334,140.12878492,"10:00-14:30","","","","土曜日・日曜日・祝日・年末年始（12月29日〜1月3日）",,10
"12000","E0000074560","千葉県","市川市","いちかわし","6000020122033","千葉県市川市","八幡１の１の１","047-334-1111","047-339-1717","http://rdweb.inet.local/top/ichikawa-top.html","医療型児童発達支援","市川市おひさまキッズ","いちかわしおひさまきっず","1252700032","千葉県市川市","大洲４丁目１８番３号","047-376-1113","047-370-8666","http://www.city.ichikawa.lg.jp/chi05/1111000004.html",35.72270567,139.90646943,"10:00-14:30","","","","土曜　日曜　祝日　12月29日〜1月4日","送迎時間を除く",40
"12000","E0000074432","千葉県","松戸市","まつどし","4000020122076","千葉県松戸市","根本３８７の５松戸市五香西3丁目7番地の１","047-366-1111","047-366-3200","https://www.city.matsudo.chiba.jp/","医療型児童発達支援","松戸市こども発達センター　通園施設（医療型）","まつどしこどもはったつせんたーつうえんしせついりょうがた","1252400021","千葉県松戸市","五香西３丁目７番地の１松戸市健康福祉会館","047-383-8803","047-383-5522",,35.79289764,139.95903807,"10:00-14:00","","","","土・日・祝日・12/29〜1/3　","土・日・祝日・12/29〜1/3　但し行事によっては土曜日も保育する事がある。",30
"12217","E0000074323","柏市","柏市","かしわし",,"千葉県柏市","柏５丁目１０番１号","04-7167-1111","04-7166-6026",,"医療型児童発達支援","柏市こども発達センターキッズルームこすもす","かしわしりつこどもはったつせんたーきっずるーむこすもす","1252100043","千葉県柏市","柏下６５番地１ウェルネス柏","04-7128-2225","04-7167-8588",,35.86701244,139.98652101,"09:50-14:20","","","","土・日曜日，祝日，年末年始","春期，夏期，冬期休園あり",40
"13000","E0000086829","東京都","東京都","とうきょうと","8000020130001","東京都新宿区","西新宿２−８−１","03-5321-1111",,"https://www.metro.tokyo.lg.jp/","医療型児童発達支援","東京都立東部療育センター","とうきょうとりつとうぶりょういくせんたー","1350800056","東京都江東区","新砂３−３−２５","03-5632-8070","03-5632-8071","http://www.tobu-ryoiku.jp/",35.66381872,139.83317773,"","","","","","",
"13000","E0000087309","東京都","東京都","とうきょうと","8000020130001","東京都新宿区","西新宿２−８−１","03-5321-1111",,"https://www.metro.tokyo.lg.jp/","医療型児童発達支援","東京都立北療育医療センター　城北分園","とうきょうとりつきたりょういくいりょうせんたーじょうほくぶんえん","1352100034","東京都足立区","南花畑５−１０−１","03-3883-5131","03-3885-9675","http://www.fukushi.metro.tokyo.lg.jp/johoku/index.html",35.79559525,139.81627693,"09:15-16:55","","","","土・日・祝、年末年始（12/29〜1/3）、その他春休み・夏休み",,25
"33000","A0000015463","岡山県","独立行政法人国立病院機構","どくりつぎょうせいほうじんこくりつびょういんきこう","1013205001281","東京都目黒区","東が丘２丁目５番２１号","03-5712-5050","03-5712-5081","https://nho.hosp.go.jp/","医療型児童発達支援","独立行政法人国立病院機構南岡山医療センターつくし園","どくりつぎょうせいほうじんこくりつびょういんきこうみないおかやまいりょうせんたーつくしえん","3352600161","岡山県都窪郡早島町","早島４０６６","086-482-1121","086-482-3883","https://minamiokayama.hosp.go.jp/",34.61499720,133.82597319,"09:30-15:30","","","","土・日・祝・年末年始（12月29日〜1月3日）",,15
"14130","A0000013799","川崎市","社会福祉法人　青い鳥","しゃかいふくしほうじんあおいとり","8020005006561","神奈川県横浜市神奈川区","西神奈川１−９−１","045-321-1772","045-321-3037","https://www.aoitori-y.jp","医療型児童発達支援","川崎西部地域療育センター医療型児童発達支援センター","かわさきせいぶちいきりょういくせんたーいりょうがたじどうはったつしえんせんたー","1455500015","神奈川県川崎市宮前区","平２丁目６番の１","044-865-2905","044-865-2955","http://www.aoitori-y.jp/",35.60150808,139.56956343,"08:30-17:00","","","","土、日、祝日、12/29〜1/3",,10
"14201","E0000095822","横須賀市","社会福祉法人青い鳥","しゃかいふくしほうじんあおいとり","8020005006561","神奈川県横浜市神奈川区","西神奈川一丁目９番地の１","045-321-1772","045-321-3037","https://www.aoitori-y.jp","医療型児童発達支援","横須賀市療育相談センター","よこすかしりょういくそうだんせんたー","1451900011","神奈川県横須賀市","小川町１６番地はぐくみかん","046-822-6741","046-823-1798","https://www.aoitori-y.jp/",35.28270952,139.67260005,"10:00-14:30","","","","土、日、祝日、年末年始","新年度当初や保護者との面談期間は14:00で終了",40
"14130","A0000017766","川崎市","社会福祉法人　同愛会","しゃかいふくしほうじんどうあいかい","1020005003160","神奈川県横浜市保土ケ谷区","上菅田町金草沢１７４９番地　","045-373-9661","045-382-3089","http://www.douaikai.com/ccrc/","医療型児童発達支援","川崎市中央療育センター","かわさきしちゅうおうりょういくせんたー","1455200046","神奈川県川崎市中原区","井田３−１６−１","044-754-4559","044-788-9263","http://www.douaikai.com/ccrc",35.56340324,139.63606156,"10:00-14:00","","","","第1・3・5土曜日、日曜、祝祭日",,50
"14130","A0000017774","川崎市","社会福祉法人　同愛会","しゃかいふくしほうじんどうあいかい","1020005003160","神奈川県横浜市保土ケ谷区","上菅田町金草沢１７４９番地　","045-373-9661","045-382-3089","http://www.douaikai.com/ccrc/","医療型児童発達支援","川崎市北部地域療育センター","かわさきしほくぶちいきりょういくせんたー","1455600161","神奈川県川崎市麻生区","片平５−２６−１","044-988-3144","044-986-2082","http://www.douaikai.com/kawasaki/hokubu/",35.59746384,139.49221738,"08:30-14:00","","","","日曜日・祝祭日・第2.4.5土曜日","特になし",10
"14130","A0000006825","川崎市","川崎市社会福祉事業団","かわさきししゃかいふくしじぎょうだん","4020005007522","神奈川県川崎市高津区","久地３−１３−１","044-829-1829","044-829-1840","http://www.kfj.or.jp","医療型児童発達支援","川崎市南部地域療育センター","かわさきしなんぶちいきりょういくせんたー","1455000164","神奈川県川崎市川崎区","中島３−３−１","044-211-3181","044-230-1945",,35.52727774,139.71424709,"10:00-14:00","","","","土曜日・日曜日・祝日、年末年始（12/29〜1/3）",,40
"15100","E0000098238","新潟市","新潟県","にいがたけん","5000020150002","新潟県新潟市中央区","新光町４番地１","025-280-5210","025-283-2062","https://www.pref.niigata.lg.jp/","医療型児童発達支援","新潟県はまぐみ小児療育センター","にいがたけんはまぐみしょうにりょういくせんたー","1550100026","新潟県新潟市中央区","水道町１丁目５９３２番地","025-266-0151","025-266-0152","http://www.pref.niigata.lg.jp/site/humagumi/hamagumi.html",37.91957232,139.02783565,"09:15-14:00","","","","土、日、祝日",,45
"16000","A0000001610","富山県","富山県","とやまけん","7000020160008","富山県富山市","新総曲輪1-7","076-431-4111",,"http://www.pref.toyama.jp","医療型児童発達支援","富山県リハビリテーション病院・こども支援センター","とやまけんりはびりてーしょんびょういんこどもしえんせんたー","1650100033","富山県富山市","下飯野３６番地","076-431-4111","076-426-1588",,36.74301077,137.26705904,"09:00-17:00","","","",,,
"16000","A0000001359","富山県","高岡市","たかおかし","9000020162027","富山県高岡市","広小路7-50","0766-21-3615","0766-27-7080","https://www.city.takaoka.toyama.jp","医療型児童発達支援","高岡市きずな子ども発達支援センター","たかおかしきずなこどもはったつしえんせんたー","1650200015","富山県高岡市","江尻２７９番地","0766-21-3615","0766-27-7080","https://www.city.takaoka.toyama.jp/kizuna/kosodate/shien/hattotsu.html",36.75823702,137.02907993,"09:00-17:00","","","","土、日、祝日、年末年始",,20
"19000","E0000100704","山梨県","山梨県","やまなしけん","8000020190004","山梨県甲府市","丸の内１−６−１福祉保健部　障害福祉課","055-237-1111",,"http://www.pref.yamanashi.jp/","医療型児童発達支援","あけぼの医療福祉センター","あけぼのいりょうふくしせんたー","1950900298","山梨県韮崎市","旭町上條南割３２５１−１","0551-22-6111","0551-22-7890","http://www.pref.yamanashi.jp/akbn-iryo/index.html",35.66946836,138.44739422,"09:30-16:00","","","","土日祝日",,15
"20000","E0000029343","長野県","社会福祉法人信濃整肢療護園","しゃかいふくしほうじんしなのせいしりょうごえん","1100005002798","長野県千曲市","大字野高場1835-9","026-272-1435","026-273-5119","http://www.timelyhit.ne.jp/inasenta/","医療型児童発達支援","稲荷山医療福祉センター","いなりやまいりょうふくしせんたー","2051800031","長野県千曲市","大字野高場1835-9","026-272-1435","026-273-5119","http://www.timelyhit.ne.jp/inasenta/",36.53843100,138.10863979,"09:00-16:30","","","","土日祝",,30
"20000","E0000029345","長野県","社会福祉法人信濃整肢療護園","しゃかいふくしほうじんしなのせいしりょうごえん","1100005002798","長野県千曲市","大字野高場1835-9","026-272-1435","026-273-5119","http://www.timelyhit.ne.jp/inasenta/","医療型児童発達支援","稲荷山医療福祉センター","いなりやまいりょうふくしせんたー","2051800049","長野県千曲市","大字野高場1835-9","026-272-1435","026-273-5119","http://www.timelyhit.ne.jp/inasenta/",36.53843100,138.10863979,"09:30-15:30","","","","土日祝",,15
"21201","E0000030974","岐阜市","岐阜地域児童発達支援センター組合","ぎふちいきじどうはったつしえんせんたーくみあい","1000020219321","岐阜県岐阜市","長良東2丁目140番地","058-294-5757","058-294-6003","https://gifu-popponoie.jimdo.com/","医療型児童発達支援","岐阜地域児童発達支援センター　ポッポの家","ぎふちいきじどうはったつしえんせんたーぽっぽのいえ","2150100135","岐阜県岐阜市","長良東2丁目140番地","058-294-5757","058-294-6003","https://gifu-popponoie.jimdo.com/",35.45097470,136.78714388,"09:00-17:10","","","","土曜日、日曜日、祝日、12月29日〜1月3日",,24
"21201","E0000030972","岐阜市","岐阜県","ぎふけん","4000020210005","岐阜県岐阜市","薮田南２丁目１−１岐阜県庁","058-272-1111",,"http://www.pref.gifu.lg.jp/index.html","医療型児童発達支援","岐阜県立希望が丘こども医療福祉センター児童発達支援センターきらり","ぎふけんりつきぼうがおかこどもいりょうふくしせんたーじどうはったつしえんせんたーきらり","2150100127","岐阜県岐阜市","則武１８１６−１岐阜県立希望ヶ丘こども医療福祉センター","058-201-0087","058-233-7123","http://pref.gifu.lg.jp/kodomo/shogaisha/sodan-madoguchi/22315/kibogaoka_top.html",35.44022029,136.75405946,"09:30-14:55","","","","土日、国民の祝日、１２月２９日から１月３日、年間行事予定に定める休所日",,24
"22100","A0000097705","静岡市","医療法人社団As　Natural","いりょうほうじんしゃだんあずなちゅらる","5080005007400","静岡県静岡市葵区","瀬名三丁目38番3号","054-295-5247","054-295-5248","https://nishina-kodomo-clinic.com/","医療型児童発達支援","多機能型児童発達支援センターAs　Natural","たきのうがたじどうはったつしえんせんたーあずなちゅらる","2254200930","静岡県静岡市葵区","瀬名三丁目38番2号","054-277-9707","054-277-9709",,35.02264598,138.42397130,"09:00-15:00","09:00-15:00","","","国民の祝日、８月中旬の夏季休暇（5-7日間）、12-1月の冬季休暇（5-7日間）",,10
"23100","E0000162069","名古屋市","社会福祉法人恩賜財団済生会支部愛知県済生会","しゃかいふくしほうじんおんしざいだんさいせいかいしぶあいちけんさいせいかい","3010405001696","愛知県名古屋市西区","栄生一丁目1番18号愛知県済生会リハビリテーション病院","052-571-5251","052-551-0057",,"医療型児童発達支援","愛知県青い鳥医療療育センター","あいちけんあおいとりいりょうりょういくせんたー","2350200149","愛知県名古屋市西区","中小田井五丁目８９番地愛知県青い鳥医療療育センター","052-501-4079","052-501-4085","http://aoitori-center.com",35.21563767,136.87499980,"09:00-15:00","","","","土日・祝日","夏季、冬季、春季家庭療育期間は営業日から除く",20
"23202","E0000158377","岡崎市","社会福祉法人恩賜財団済生会支部愛知県済生会","しゃかいふくしほうじんおんしざいだんさいせいかいしぶあいちけんさいせいかい","3010405001696","愛知県名古屋市西区","栄生一丁目1番18号","052-571-5251","052-551-0057",,"医療型児童発達支援","愛知県三河青い鳥医療療育センター","あいちけんみかわあおいとりいりょうりょういくせんたー","2353100478","愛知県岡崎市","高隆寺町小屋場9番3","0564-64-7980","0564-64-7981","https://www.mikawa-aoitori.jp/",34.95333013,137.22192953,"09:45-15:45","","","","土・日・祝日","なし",20
"23100","A0000017853","名古屋市","名古屋市","なごやし","3000020231002","愛知県名古屋市中区","三の丸三丁目１番１号","052-961-1111",,"http://www.city.nagoya.jp/","医療型児童発達支援","名古屋市中央療育センター（わかくさ学園）","なごやしちゅうおうりょういくせんたーわかくさがくえん","2356200119","愛知県名古屋市昭和区","折戸町４丁目１６番地","052-757-6132","052-757-6134",,35.15510703,136.94574533,"10:00-14:00","","","","土曜日・日曜日・祝日・年末年始",,
"26000","A0000003485","京都府","京都府社会福祉事業団","きょうとふしゃかいふくしじぎょうだん","2000020260002","京都府京都市上京区","下立売通新町西入藪之内町","075-414-4596","075-414-4597","https://ksj.or.jp/","医療型児童発達支援","京都府立こども発達支援センター","きょうとふりつこどもはったつしえんせんたー","2653200010","京都府京田辺市","田辺茂ヶ谷186-1","0774-64-6141","0774-64-6151","https://ksj.or.jp/",34.81323357,135.75726221,"09:30-16:00","","","","土日、祝日、その他お盆休み、年末年始など",,30
"27100","E0000120072","大阪市","日本赤十字社大阪府支部","にほんせきじゅうじしゃおおさかふしぶ","6010405002452","大阪府大阪市中央区","大手前二丁目１番７号","06-6775-1900","06-6775-1905","https://www.osaka.jrc.or.jp/","医療型児童発達支援","大手前整肢学園（通園部）","おおてまえせいしがくえんつうえんぶ","2751700028","大阪府大阪市天王寺区","筆ケ崎町５番３０号　","06-6775-1900","06-6775-1905","http://www.osaka-med.jrc.or.jp/seishi/",34.66454372,135.52550821,"08:30-17:00","","","","土・日・祝日、年末年始（12/29〜1/3）、創立記念日（5/1）",,40
"27205","A0000006601","吹田市","社会福祉法人　恩賜財団　済生会支部大阪府済生会","しゃかいふくしほうじんおんしざいだんさいせいかいしぶおおさかふさいせいかい","3010405001696","大阪府大阪市中央区","谷町七丁目4番15号","06-6763-0257","06-6763-0250","https://www.saiseikai.or.jp/","医療型児童発達支援","大阪府済生会吹田療育園","おおさかふさいせいかいすいたりょういくえん","2751600038","大阪府吹田市","川園町1番1号","06-6382-5621","06-6317-1912","https://www.suita.saiseikai.or.jp/ryoikuen/",34.76127695,135.53411084,"09:00-17:05","09:00-15:30","","","日曜・祝日、創立記念日（5月30日）、年末年始（12月30日〜1月3日）",,60
"27000","A0000006584","大阪府","岸和田市","きしわだし","6000020272027","大阪府岸和田市","岸城町７番１号岸和田市役所","072-423-2121","072-423-4644","http://www.city.kishiwada.osaka.jp/","医療型児童発達支援","岸和田市立総合通園センター（いながわクラス）","きしわだしりつそうごうつうえんせんたーいながわくらす","2751100013","大阪府岸和田市","野田町１丁目５番５号","072-423-0033","072-423-0770","https://www.city.kishiwada.osaka.jp/soshiki/35/sougoutuensenta.html",34.45885350,135.37847540,"09:00-15:30","","","","日曜日及び土曜日、国民の祝日・休日、年末年始",,25
"27207","A0000006588","高槻市","高槻市","たかつきし",,"大阪府高槻市","桃園町２番１号","072-686-3032","072-686-3531","http://www.city.takatsuki.osaka.jp/","医療型児童発達支援","高槻市立療育園","たかつきしりつりょういくえん","2750900025","大阪府高槻市","郡家本町5-3","072-681-6420","072-681-4059","http://takatsukishi.com/?page_id=17",34.85407096,135.59536169,"10:00-15:00","","","","土曜日、日曜日、祝日",,50
"27000","A0000006602","大阪府","社会福祉法人　藍野福祉会","しゃかいふくしほうじんあいのふくしかい",,"大阪府茨木市","東太田一丁目4番39号","072-627-1901","072-625-8399","https://aino-fukushikai.or.jp/index.html","医療型児童発達支援","藍野療育園","あいのりょういくえん","2754200026","大阪府茨木市","東太田一丁目４番39号","072-627-8471","072-625-8399",,34.83617776,135.57851148,"09:00-17:00","","","","土、日、祝",,40
"27212","A0000006594","八尾市","八尾市","やおし",,"大阪府八尾市","本町一丁目１番１号","072-924-3838","072-922-4900","","医療型児童発達支援","八尾市立児童発達支援第１センター","やおしりつじどうはったつしえんだいいちせんたー","2755500028","大阪府八尾市","八尾木二丁目90番地","072-993-3154","072-996-2429","http://www.city.yao.osaka.jp/soshiki/5-10-0-0-0_1.html",34.61138460,135.61321531,"09:30-15:00","","","","土・日・祝日、年末・年始（12/29〜1/3）",,40
"27215","A0000006596","寝屋川市","社会福祉法人 療育・自立センター","しゃかいふくしほうじんりょういくじりつせんたー","3120005013461","大阪府寝屋川市","大谷町7番1号","072-823-6287","072-824-1768","http://www.ryouiku-jiritsu.jp/","医療型児童発達支援","寝屋川市立あかつき園","ねやがわしりつあかつきえん","2750300044","大阪府寝屋川市","大谷町６番１号","072-823-6287","072-824-1768","http://www.akatsuki-hibari.jp/",34.76223205,135.65695268,"09:00-17:00","","","","土・日・祝・年末年始（12/29〜1/3）",,40
"27000","A0000006598","大阪府","大東市","だいとうし","6000020272183","大阪府大東市","谷川一丁目1番1号大東市北条１丁目１６番１６号","072-872-2181","072-875-3018","http://www.city.daito.lg.jp/kakukakaranoosirase/fukushikodomo/kodomo/hoiku/hattatsushien/index.html","医療型児童発達支援","大東市立子ども発達支援センターすみれ園","だいとうしりつこどもはったつしえんせんたーすみれえん","2751900024","大阪府大東市","北条一丁目16番16号いいもりぷらざ","0728127791","0728127791","http://www.city.daito.lg.jp/kakukakaranoosirase/fukushikodomo/kodomo/hoiku/hattatsushien/index.html",34.72229476,135.63869961,"09:00-17:30","","","",,,20
"28203","A0000074752","明石市","社会福祉法人三田谷治療教育院","しゃかいふくしほうじんさんだやちりょうきょういくいん","8140005002425","兵庫県芦屋市","楠町１６−５法人本部","0797-22-5025","0797-22-7885","http://sandaya.or.jp","医療型児童発達支援","明石市立ゆりかご園","あかししりつゆりかごえん","2852000435","兵庫県明石市","大久保町大窪字戌亥谷2752番地","078-918-5574","078-918-5579","http://yurikagoen.com",34.64305700,134.99756190,"09:20-15:00","","","","土日祝日　年末年始",,40
"28000","E0000127496","兵庫県","北播磨こども発達支援センター事務組合わかあゆ園","きたはりまこどもはったつしえんせんたーじむくみあいわかあゆえん","9000020288128","兵庫県加東市","下滝野1283番地1","0795-48-3074","0795-48-0671","http://www.wakaayuen.com/","医療型児童発達支援","北播磨こども発達支援センター事務組合わかあゆ園","きたはりまこどもはったつしえんせんたーじむくみあいわかあゆえん","2852500012","兵庫県加東市","下滝野１２８３番地１","079-548-3074","079-548-0671","http://www.wakaayuen.com/",34.94370074,134.93400190,"09:45-15:15","","","","土曜日、日曜日及び祝日、年末年始（12月29日から1月3日）",,40
"31000","E0000040405","鳥取県","鳥取県","とっとりけん","7000020310000","鳥取県鳥取市","東町１丁目２２０","0857-26-7151","0857-26-8136","https://www.pref.tottori.lg.jp/","医療型児童発達支援","鳥取県立中部療育園","とっとりけんりつちゅうぶりょういくえん","3150300022","鳥取県倉吉市","上井５０３−１","0858-27-0780","0858-27-0781","https://www.pref.tottori.lg.jp/chubu-ryouikuen/",35.45322919,133.84305053,"10:00-13:00","","","","土日・祝日・年末年始",,10
"31201","E0000040349","鳥取市","鳥取県","とっとりけん","7000020310000","鳥取県鳥取市","東町１丁目２２０","0857-26-7151","0857-26-8136",,"医療型児童発達支援","鳥取県立鳥取療育園","とっとりけんりつとっとりりょういくえん","3150100018","鳥取県鳥取市","江津730","0857-29-8889","0857-29-9300","http://www.pref.tottori.lg.jp/kirari/",35.52150388,134.21234005,"10:00-14:00","","","","土日、祝日、12月29日〜1月３日","月〜木10：00〜12：30、金10：00〜14：00",10
"34100","A0000018710","広島市","社会福祉法人　広島市社会福祉事業団","しゃかいふくしほうじんひろしまししゃかいふくしじぎょうだん","6240005001658","広島県広島市東区","光町二丁目１５番５５号","082-506-2030","082-567-6313","http://www.hsfj.city.hiroshima.jp/","医療型児童発達支援","広島市こども療育センター二葉園","ひろしましこどもりょういくせんたーふたばえん","3450106772","広島県広島市東区","光町二丁目１５番５５号","082-263-0683","082-261-0545","http://www.hsfj.city.hiroshima.jp/futaba%20mysite2/index.html",34.40080435,132.48274498,"09:30-14:45","","","","土曜、日曜、祝日、１月２日、１月３日、８月６日、１２月２９日から１２月３１日",,40
"34100","A0000018713","広島市","社会福祉法人　広島市社会福祉事業団","しゃかいふくしほうじんひろしまししゃかいふくしじぎょうだん","6240005001658","広島県広島市東区","光町二丁目１５番５５号","082-506-2030","082-567-6313","http://www.hsfj.city.hiroshima.jp/","医療型児童発達支援","広島市北部こども療育センターわかば園","ひろしましほくぶこどもりょういくせんたーわかばえん","3450106780","広島県広島市安佐北区","可部南五丁目8番７０号","082-814-5801","082-815-0541","http://www.hsfj.city.hiroshima.jp/hokubukodomo19/jidouhattatu.html#aozora",34.50876605,132.51420225,"09:30-14:45","","","","土曜、日曜、祝日、１月２日、１月３日、８月６日、１２月２９日から１２月３１日",,20
"35000","E0000045866","山口県","独立行政法人国立病院機構山口宇部医療センター","どくりつぎょうせいほうじんこくりつびょういんきこうやまぐちうべいりょうせんたー","1013205001281","山口県宇部市","東岐波６８５","0836-58-2300","0836-58-5219","https://yamaguchiube.hosp.go.jp/","医療型児童発達支援","独立行政法人国立病院機構山口宇部医療センター","どくりつぎょうせいほうじんこくりつびょういんきこうやまぐちうべいりょうせんたー","3550200095","山口県宇部市","東岐波６８５","0836-58-2300","0836-58-5219",,33.97905758,131.34722500,"10:00-16:00","","","","土・日・祝日・12月29日〜1月3日",,5
"35000","A0000049172","山口県","社会福祉法人　青藍会","しゃかいふくしほうじんせいらんかい","8250005000517","山口県山口市","吉敷中東１丁目１番２号ハートホーム山口","083-933-6000","083-933-6007","http://www.seirankai.or.jp","医療型児童発達支援","はあとm＋M新山口","はあとえむぷらすえむしんやまぐち","3550100436","山口県山口市","小郡平成町1番16号","083-976-2401","083-902-2463",,34.08881615,131.40025677,"09:00-15:30","09:00-15:30","00:00-00:00","00:00-00:00","日、祝、年末年始",,5
