"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"01100","A0000022676","札幌市","札幌市","さっぽろし","9000020011002","北海道札幌市中央区","北１条西２丁目札幌市役所本庁舎","011-211-2111","","https://www.city.sapporo.jp/","就労定着支援","札幌市こぶし館","さっぽろしこぶしかん","0110503521","北海道札幌市白石区","川北２２５４番地６札幌市こぶし館","011-874-7836","011-874-6717","http://sakufu.sakura.ne.jp/kobushi/",43.06970253,141.43909323,"","","","",,,
"01100","A0000019622","札幌市","社会福祉法人　朔風","しゃかいふくしほうじんさくふう","6430005003536","北海道札幌市中央区","南１９条西８丁目６０７−７やまはな支援センター","011-533-3933","011-533-3932","http://sakufu.sakura.ne.jp/","就労定着支援","えるむ","えるむ","0110201381","北海道札幌市北区","北８条西６丁目２−１５","011-738-3383","011-738-3393",,43.06993570,141.34594291,"","","","",,,
"01100","A0000012609","札幌市","特定非営利活動法人　障がい者就労支援の会","とくていひえいりかつどうほうじんしょうがいしゃしゅうろうしえんのかい","2430005004348","北海道札幌市中央区","南３条西１０丁目１００１番地５福山南３条ビル７階","011-280-8813","011-280-8751",,"就労定着支援","あかり家","あかりや","0110100773","北海道札幌市中央区","南３条西１０丁目１００１番地５福山南３条ビル７階","011-280-8752","011-280-8751","http://www.akariya.org",43.05555248,141.34256964,"09:00-18:00","","","","年末年始（12/29〜1/4）",,
"01100","A0000026865","札幌市","特定非営利活動法人　とらいわーく","とくていひえいりかつどうほうじんとらいわーく","2430005010651","北海道札幌市中央区","南３条西４丁目16番地２　3.4キノシタビル３階","011-206-1186","011-251-5105",,"就労定着支援","とらいわーく","とらいわーく","0110101573","北海道札幌市中央区","南３条西４丁目１６番地２３・４キノシタビル３階","011-206-1186","011-251-5105","https://tryworksapporo.com",43.05528160,141.34107760,"","","","",,,
"01100","A0000030180","札幌市","特定非営利活動法人　ライツ","とくていひえいりかつどうほうじんらいつ","3430005007630","北海道札幌市中央区","南３条西９丁目９９９番地１ビラ・アペックス札幌狸小路３９　２Ｆ","011-213-0309","011-213-0308","http://npo-rights.org/","就労定着支援","障がい者多機能型事業所　リンク","しょうがいしゃたきのうがたじぎょうしょりんく","0110101235","北海道札幌市中央区","南３条西９丁目９９９番地１ビラ・アペックス札幌狸小路３９　２Ｆ","011-213-0309","011-213-0308",,43.05591499,141.34388007,"","","","","土曜日（年間スケジュールによる）、日曜日",,
"01100","A0000019640","札幌市","ありがとうファミリー株式会社","ありがとうふぁみりーかぶしきがいしゃ","3430001040536","北海道札幌市北区","太平十二条4丁目3番3号","011-776-6152","011-776-6152","http://transit-iko.net/","就労定着支援","トランジット","とらんじっと","0110203460","北海道札幌市北区","北十七条西４丁目１番３号マミヤビル２階　２０１号","011-776-6152","011-776-6152","https://job-fitting.transit-iko.net/",43.08060392,141.34656718,"","","","",,,
"01100","A0000038784","札幌市","社会福祉法人　愛和福祉会","しゃかいふくしほうじんあいわふくしかい","9430005000539","北海道札幌市北区","北８条西３丁目３２番地","011-746-7771","011-746-7772","https://www.aiwa-f.jp/","就労定着支援","ワークス翔","わーくすかける","0110201373","北海道札幌市東区","北４２条東１８丁目３番１号","011-776-7158","011-776-7257","",43.11467471,141.37052627,"","","","",,,
"01100","A0000004914","札幌市","特定非営利活動法人　札幌チャレンジド","とくていひえいりかつどうほうじんさっぽろちゃれんじど","430005003434 ","北海道札幌市北区","北７条西６丁目１番地北苑ビル２階","011-769-0843","011-769-0842","https://s-challenged.jp/","就労定着支援","札幌チャレンジド","さっぽろちゃれんじど","0110100195","北海道札幌市北区","北七条西６丁目1番地北苑ビル２階","011-769-0843","011-769-0842","http://s-challenged.jp/",43.06876361,141.34595687,"09:30-17:30","","","","土日祝日",,
"01100","A0000022548","札幌市","特定非営利活動法人　ぱすとらる","とくていひえいりかつどうほうじんぱすとらる","9430005010612","北海道札幌市北区","北四十条西４丁目２番５号藤井ビルN40　2階","011-769-9737","011-769-9760",,"就労定着支援","ぱすとらる","ぱすとらる","0110203023","北海道札幌市北区","北四十条西４丁目２番５号藤井ビルＮ４０−２階","011-769-9737","011-769-9760","http://npo-pastoral.jimdo.com",43.10777247,141.33888001,"10:00-17:00","10:00-12:00","","","土日祝日",,
"01100","A0000087545","札幌市","株式会社ＢＯＡ　ＳＯＲＴＥ","かぶしきがいしゃぼあそるち","1430001080740","北海道札幌市東区","北四十一条東８丁目２番２号N４１E8МＳ １Ｆ","011-748-7830","011-748-7831","https://keizoku-b-boasorte.com/","就労定着支援","就労定着支援事業所ボアソルチ","しゅうろうていちゃくしえんじぎょうしょぼあそるち","0110301553","北海道札幌市東区","北４１条東８丁目２番２号Ｎ４１Ｅ８ＭＳ　１Ｆ","011-748-7830","011-748-7831",,43.11073903,141.35648069,"","","","",,,
"01100","A0000001909","札幌市","株式会社　エールアライブ","かぶしきがいしゃえーるあらいぶ","3430001068024","北海道札幌市東区","北８条東１丁目３−７大一ビル１階","011-788-7848","011-788-7849","","就労定着支援","就労定着支援事業所　エールアドバンス","しゅうろうていちゃくしえんじぎょうしょえーるあどばんす","0110300647","北海道札幌市東区","札幌市東区大一ビル１階","011-788-7848","011-788-7849","",43.07597455,141.36353280,"09:00-18:00","","","",,,
"01100","A0000026921","札幌市","株式会社　エールアライブ","かぶしきがいしゃえーるあらいぶ","3430001068024","北海道札幌市東区","北８条東１丁目３−７大一ビル１階","011-788-7848","011-788-7849","","就労定着支援","就労定着支援事業所プラスプレイス","しゅうろうていちゃくしえんじぎょうしょぷらすぷれいす","0110300928","北海道札幌市東区","北８条東１丁目３−１５札幌グランドビル１０２号室","011-214-9076","011-214-9077","",43.07196363,141.35592532,"","","","","土日祝、年末年始",,
"01100","A0000002776","札幌市","公益財団法人北海道精神保健推進協会","こうえきざいだんほうじんほっかいどうせいしんほけんすいしんきょうかい","6430005010821","北海道札幌市白石区","平和通１７丁目北１−１３","011-861-6353","011-861-6330","http://www.kokoro-recovery.org/","就労定着支援","多機能型事業所ここリカ・プロダクション","たきのうがたじぎょうしょここりかぷろだくしょん","0110402815","北海道札幌市白石区","平和通１５丁目北１３−１８フレンド平和通１０１号室","011-827-9772","011-827-9772","",43.04406899,141.43503939,"10:00-16:30","","","","土　日　祝日　年末年始",,
"01100","A0000019798","札幌市","特定非営利活動法人　オペア","とくていひえいりかつどうほうじんおぺあ","5430005006341","北海道札幌市白石区","南郷通１２丁目南６−２０サンケンビル南郷２０３号","011-376-5455","011-376-5466","https://www.opea.or.jp","就労定着支援","就労支援センターあるく","しゅうろうしえんせんたーあるく","0110402625","北海道札幌市白石区","本郷通７丁目北６−２０第一加治屋ビル１階・２０５号","011-827-5420","011-827-5442","",43.04276299,141.41380794,"09:00-20:00","09:00-12:00","","09:00-20:00","当社カレンダーによる",,
"01100","A0000022551","札幌市","特定非営利活動法人　きなはれ","とくていひえいりかつどうほうじんきなはれ","4430005004932","北海道札幌市白石区","東札幌2条5丁目8-13","011-820-1551","011-820-1552","http://kinahare.net/","就労定着支援","白石障がい者就労センター　スカイ","しろいししょうがいしゃしゅうろうせんたーすかい","0110402401","北海道札幌市白石区","東札幌2条5丁目8-13２・３階","011-820-1551","011-820-1552","http://kinahare.net/",43.04661204,141.39338459,"09:00-17:00","","","","土。日・祝","定着支援を行っている利用者の状況に合わせて稼働する",
"01100","A0000001907","札幌市","特定非営利活動法人　コミュネット楽創","とくていひえいりかつどうほうじんこみゅねっとらくそう","3430005003992","北海道札幌市白石区","本郷通６丁目南２−１リラハイツ本郷通1階","011-788-8199","011-788-6144","https://cmrakusousoumu.wixsite.com/website","就労定着支援","コンポステラ","こんぽすてら","0110202249","北海道札幌市北区","北１６条西４丁目２−３５　吉江ビル2階","011-788-6143","011-788-6144","http://nporakusou.web.fc2.com/compo.html",43.08016232,141.34687551,"09:00-18:00","09:00-18:00","","","土日祝日","土日祝日			",
"01100","A0000002802","札幌市","特定非営利活動法人　コミュネット楽創","とくていひえいりかつどうほうじんこみゅねっとらくそう","3430005003992","北海道札幌市白石区","本郷通６丁目南２−１リラハイツ本郷通1階","011-788-8199","011-788-6144","https://cmrakusousoumu.wixsite.com/website","就労定着支援","ホワイトストーン","ほわいとすとーん","0110504693","北海道札幌市白石区","本郷通６丁目南２−１リラハイツ本郷通１Ｆ","011-867-0755","011-867-0756","https://whitestone-rakusou.jimdofree.com/",43.04354895,141.41117201,"09:00-18:00","","","","土曜、日曜、祝祭日","土曜、日曜、祝祭日",
"01100","A0000019804","札幌市","特定非営利活動法人　スプラ","とくていひえいりかつどうほうじんすぷら","7430005005358","北海道札幌市白石区","東札幌２条１丁目３−１９第１斉藤ビル１F","011-867-0361","011-867-0341","http://npo-spr.upper.jp/","就労定着支援","多機能型事業所home","たきのうがたじぎょうしょほーむ","0110503190","北海道札幌市白石区","東札幌２条１丁目３−１９第１斎藤ビル１F","011-867-0361","011-867-0361",,43.04545950,141.39636500,"","","","",,,
"01100","A0000002572","札幌市","株式会社　アクセント","かぶしきがいしゃあくせんと","6430001063897","北海道札幌市豊平区","中の島一条２丁目２番１４号シティハイツ若山１階・３階","011-827-8971","011-827-8972","","就労定着支援","多機能型事業所　シーウェル","たきのうがたじぎょうしょしーうぇる","0110505559","北海道札幌市豊平区","中の島１条２丁目２番１４号シティハイツ若山１階・３階","011-827-8971","011-827-8972",,43.03129385,141.38010600,"","","","",,,
"01100","A0000002796","札幌市","社会福祉法人　草の実会","くさのみかい",,"北海道札幌市豊平区","平岸４条１７丁目６−６","011-817-9080","011-817-9899","http://www.kusanomikai.jp/","就労定着支援","便利屋くれよん","べんりやくれよん","0110502010","北海道札幌市豊平区","平岸６条１２丁目１１−９","011-837-5855","011-837-5866",,43.02688046,141.38103393,"08:30-17:30","09:00-13:00","","","日曜・祝日、夏季休暇、年末年始休暇","業務用携帯電話には、いつでもつながります",
"01100","A0000019801","札幌市","社会福祉法人　みなみ会","しゃかいふくしほうじんみなみかい","4430005003538","北海道札幌市豊平区","中の島二条１丁目２番２６号ハウスオブリザ中の島Ⅱ１階","011-823-2999","011-823-2999","https://www.minamikai.work/","就労定着支援","リワークあっぷる","りわーくあっぷる","0110502044","北海道札幌市豊平区","中の島二条１丁目２番２６号ハウスオブリザ中の島Ⅱ１階","011-823-3039","011-823-3039","https://www.minamikai.work/",43.03723715,141.36232673,"09:00-17:30","","","","土・日・祝日",,
"01000","A0000019137","北海道","社会福祉法人　札幌緑花会","しゃかいふくしほうじんさっぽろりょくかかい","8430005000671","北海道札幌市西区","山の手三条","011-611-9301","011-621-7404","http://www.ryokkakai.or.jp/","就労定着支援","ワークすずらん","わーくすずらん","0112000740","北海道小樽市","銭函２丁目４番８号","0134-61-1273","","",43.14126845,141.16304776,"","","","",,,
"01100","A0000019580","札幌市","特定非営利活動法人　アシスト","とくていひえいりかつどうほうじんあしすと","1430005006295","北海道札幌市西区","二十四軒一条4丁目2-35アリコンビル２Ｆ","011-621-8685","011-676-7329","http://www.npo-assist.org","就労定着支援","多機能型事業所　あずあいむ","たきのうがたじぎょうしょあずあいむ","0110101128","北海道札幌市西区","二十四軒２条４丁目６−２３エクセルシュール二十四軒　３Ｆ","011-621-8685",,,43.07156747,141.31176221,"09:00-18:00","09:00-13:00","","","日曜日・祝日・土曜日は不定休",,
"01100","A0000002573","札幌市","一般社団法人　めぐみの樹","いっぱんしゃだんほうじんめぐみのき",,"北海道札幌市厚別区","大谷地東２丁目６番１号","011-801-7771","011-801-7772","","就労定着支援","多機能型事業所　らふたの丘","たきのうがたじぎょうしょらふたのおか","0110800075","北海道札幌市厚別区","大谷地東２丁目６番１号北海創業ビル１階","011-887-6670","011-887-6671",,43.02965456,141.45507178,"09:00-18:00","","","","土曜日・日曜日・祝日",,
"01100","A0000022560","札幌市","特定非営利活動法人クロト","とくていひえいりかつどうほうじんくろと","2430005007607","北海道札幌市清田区","清田１０条４丁目２番１１号インフィニティ東札幌　2階","011-598-8522","011-598-8523","http://step-sapporo.com/","就労定着支援","多機能型事業所ステップ","たきのうがたじぎょうしょすてっぷ","0110503927","北海道札幌市白石区","東札幌２条５丁目６番９号インフィニティ東札幌　２階","011-598-8522","011-598-8523","http://step-sapporo.com/",43.04545946,141.39636493,"","","","",,,
"01100","A0000019800","札幌市","特定非営利活動法人　地域生活きたのセンター　ぱお","とくていひえいりかつどうほうじんちいきせいかつきたのせんたーぱお","5430005004023","北海道札幌市清田区","北野五条３丁目４−１４一岡ビル３F","011-889-6560","011-211-5135","http://pao.moo.jp/","就労定着支援","作業所きたの","さぎょうしょきたの","0110501962","北海道札幌市清田区","北野五条３丁目４−１４","011-886-3132","011-889-6560","https://paokitano.org",43.01903290,141.43550745,"","","","",,,
"01202","A0000039897","函館市","合同会社ジョブサポート","ごうどうがいしゃじょぶさぽーと","2440003001107","北海道函館市","深堀町1番7号","0138-83-8018","0138-83-8019","https://www.hakodate-jobplus.com/","就労定着支援","ジョブシード","じょぶしーど","0111401907","北海道函館市","深堀町１番７号","0138-83-8018","0138-83-8019","https://www.hakodate-jobplus.com/",41.78748709,140.77110149,"","","","","土曜日、日曜日、祝日",,
"01202","A0000023034","函館市","社会福祉法人　函館一条","しゃかいふくしほうじんはこだていちじょう","9440005000372","北海道函館市","旭岡町１９番地の２９多機能型事業所　ワークセンター一条","0138-50-3777","0138-50-3788","http://hakodateichijou.info/","就労定着支援","多機能型事業所　ワークス一条","たきのうがたじぎょうしょわーくすいちじょう","0111400743","北海道函館市","大川町４番２６号","0138-43-8313","0138-62-7717","http://hakodateichijou.info/",41.79754287,140.73533887,"08:30-17:30","08:30-12:30","","","原則として開所可能な土曜日",,
"01000","A0000027244","北海道","社会福祉法人　室蘭言泉学園","しゃかいふくしほうじんむろらんげんせんがくえん","3430005009899","北海道室蘭市","母恋北町１丁目４番２号","0143-50-6720","0143-50-6720","http://www5.plala.or.jp/gensen/","就労定着支援","活動支援施設　あけぼの","かつどうしえんしせつあけぼの","0113500763","北海道室蘭市","白鳥台２丁目３番１号","0143-50-3547","0143-50-3548",,42.37489282,140.93643179,"10:00-17:00","10:00-17:00","10:00-17:00","10:00-17:00","原則として各月の日数から8日を引いた日数を限度として営業日を定めます。","原則として各月の日数から8日を引いた日数を限度として営業日を定めます。",
"01000","A0000071712","北海道","株式会社しんかーず","かぶしきがいしゃしんかーず","1460101005272","北海道帯広市","西三条南３８丁目１番７号","0155-66-7002","0155-66-7003","http://thinker-s.com/","就労定着支援","就労定着支援センターしんかーず","しゅうろうていちゃくしえんせんたーしんかーず","0114601339","北海道帯広市","西三条南３８丁目１番７号","0155-66-7002","0155-66-7003","https://www.thinker-s.com/",42.88798402,143.20467572,"10:00-16:00","","","10:00-16:00","土・日",,
"01000","A0000023760","北海道","株式会社　ちあふる","かぶしきがいしゃちあふる","4460101005286","北海道帯広市","西五条南３１丁目１番地９","0155-67-6470","0155-67-6470","http://chiafulu.com/","就労定着支援","障がい福祉サービス事業所　ちあファクトリー","しょうがいふくしさーびすじぎょうしょちあふぁくとりー","0114601412","北海道帯広市","西五条南３１丁目１番地９","0155-66-7247","0155-66-7248","http://chiafulu.com/",42.89656910,143.20128933,"09:00-18:00","","","","土曜日、日曜日、祝日、年末年始、",,
"01000","A0000023757","北海道","社会福祉法人　慧誠会","しゃかいふくしほうじんけいせいかい","1460105000451","北海道帯広市","西１３条南１５丁目４番地１遊学館「つ・な・ぐー」","0155-67-0851","0155-67-0852","http://www.keisei-kai.jp/","就労定着支援","ジョブサポ　とかち","じょぶさぽとかち","0114600463","北海道帯広市","西十七条南４１丁目４−１４","0155-67-7564","0155-67-7568","http://www.keisei-kai.jp/carecenter/",42.88057817,143.18041742,"09:00-16:00","","","","土・日・祝日","必要に応じて時間外にも相談・対応を行う場合があります",
"01000","A0000030145","北海道","社会福祉法人　網走桂福祉会","しゃかいふくしほうじんあばしりかつらふくしかい","7460305001418","北海道網走市","字呼人７２２番地１サンライズ・ヨピト","0152-48-3037","0152-48-3038","http://sunriseyopito.server-shared.com/","就労定着支援","就労定着支援事業所サンライズヨピト","しゅうろうていちゃくしえんじぎょうしょさんらいずよぴと","0115300675","北海道網走市","呼人７２２−１サンライズ・ヨピト","0152-48-3037","0152-48-3038","http://sunriseyopito.server-shared.com/",43.97234884,144.20483218,"09:30-16:00","09:30-16:00","","","日曜日、祝日",,
"01000","A0000028880","北海道","株式会社　シナジーワークス","かぶしきがいしゃしなじーわーくす","6430001062817","北海道江別市","文京台東町１１−３１パワービル大麻駅前1階","011-378-6891","011-378-6892","http://www.sinaji-wa-kusu.com/","就労定着支援","ecoワーク代々木","えこわーくよよぎ","0111000873","北海道江別市","野幌代々木町７７−１北海ビル2階","011-375-9425","011-375-9426","http://www.sinaji-wa-kusu.com/",43.09488020,141.52036217,"08:30-17:30","08:30-17:30","","08:30-17:30","日曜日",,
"01000","A0000028881","北海道","株式会社　シナジーワークス","かぶしきがいしゃしなじーわーくす","6430001062817","北海道江別市","文京台東町１１−３１パワービル大麻駅前1階","011-378-6891","011-378-6892","http://www.sinaji-wa-kusu.com/","就労定着支援","ecoワーク野幌駅前","えこわーくのっぽろえきまえ","0111000980","北海道江別市","野幌町52番8野幌駅前ビル1階","011-375-7131","011-375-7131","http://www.sinaji-wa-kusu.com/",43.09316128,141.53012256,"08:30-17:30","08:30-17:30","","08:30-17:30","日曜日","12月31日から1月3日までは休み。",
"01000","A0000048797","北海道","社会福祉法人　千歳いずみ学園","しゃかいふくしほうじんちとせいずみがくえん","3430005005923","北海道千歳市","泉郷４０３番地９千歳市泉郷403番地9","0123-29-2023","0123-29-2002","https://izumigakuen.or.jp","就労定着支援","いずみワークセンター","いずみわーくせんたー","0111100012","北海道千歳市","清流２丁目４番４","0123-42-8113","0123-42-6235","http://www.izumigakuen.com",42.84452996,141.66313091,"09:20-16:00","09:20-16:00","","09:20-16:00","営業日以外",,
"01000","A0000007427","北海道","特定医療法人社団　千寿会","とくていいりょうほうじんしゃだんせんじゅかい","3430005009858","北海道登別市","中登別町２４番地１２三愛病院","0143-83-1111","0143-83-1361","http://www.sanai-hospital.or.jp/","就労定着支援","就労支援センター　ピアチェーレ","しゅうろうしえんせんたーぴあちぇーれ","0113500375","北海道登別市","中登別町２４番地１２０","0143-83-3210","0143-83-3380","http://www.sanai-hospital.or.jp",42.46378266,141.16717291,"09:00-15:00","09:00-12:00","","","11月15日、12月30日〜1月3日","法人が運営する病院を通して２４時間電話対応可能",
"01100","A0000019799","札幌市","社会福祉法人　北海道リハビリー","しゃかいふくしほうじんほっかいどうりはびりー","5430005004782","北海道北広島市","西の里５０７番地１","011-375-2111","011-375-4051","https://selp.net/","就労定着支援","セルプさっぽろ","せるぷさっぽろ","0110500865","北海道札幌市豊平区","月寒東1条11丁目8-6","011-857-1111","011-857-1113","https://selp.net/",43.02503399,141.40240442,"09:00-17:00","09:00-17:00","","","日曜日、他事業所が定めた日","事業者が定めた調整日を除く。",
"01000","A0000012074","北海道","社会福祉法人　はるにれの里","しゃかいふくしほうじんはるにれのさと","2430005004678","北海道石狩市","花川北一条オノビル2階","0133-62-8360","0133-72-1316","https://www.harunire.or.jp/","就労定着支援","就労定着支援事業所あるば","しゅうろうていちゃくしえんじぎょうしょあるば","0117600197","北海道石狩市","花川南一条４丁目２２５カナオカビル2階","0133-72-1601","0133-77-6030","https://www.centercap.org/",43.15129704,141.30633272,"09:30-17:00","","","","土曜・日曜・祝日、年末年始（12月29日〜1月3日）","ご本人の状況により土曜日や時間外に営業することがある",
"01000","A0000082161","北海道","社会福祉法人　はるにれの里","しゃかいふくしほうじんはるにれのさと","2430005004678","北海道石狩市","花川北一条オノビル2階","0133-62-8360","0133-72-1316","https://www.harunire.or.jp/","就労定着支援","就労定着支援事業所 あるば札幌","しゅうろうていちゃくしえんじぎょうしょあるば","0117600197","北海道札幌市西区","西町南7丁目1-41","011-676-5145","011-676-5146","https://www.centercap.org/",43.07924359,141.28783046,"09:00-15:30","09:00-12:00","","",,"ご本人の就労状況により土曜日や時間外に営業することがある",
"01000","A0000092349","北海道","ここから未来　合同会社","ここからみらいごうどうがいしゃ","5460103001299","北海道河東郡音更町","共栄台西１１丁目４番地１７なし","0155-31-4966",,"https://kokokaramirai.com/","就労定着支援","みらさぽ","みらさぽ","0114602253","北海道帯広市","東２条南５丁目１４","0155-67-0234","","https://kokokaramirai.com/",42.92672123,143.20822339,"","","","",,,
"02000","A0000004450","青森県","社会福祉法人　青森県すこやか福祉事業団","しゃかいふくしほうじんあおもりけんすこやかふくしじぎょうだん","2420005000356","青森県青森市","中央三丁目２０−３０-","017-777-8118","017-735-1160","http://www.actv.ne.jp/~aofuku00/","就労定着支援","就労サポートセンターさつき","しゅうろうさぽーとせんたーさつき","0210700035","青森県東津軽郡平内町","茂浦字向田２４番地-","017-755-5113","017-755-5117","http://www.syusapo.com/",40.94152563,140.87267300,"09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","土日祝及び8月13日〜8月15日、12月29日〜1月3日","-",
"02201","A0000017355","青森市","障がい者就労支援事業所　株式会社　実","しょうがいしゃしゅうろうしえんじぎょうしょかぶしきがいしゃみのり","9420001013677","青森県青森市","久須志三丁目１５番２０号","017-752-0791","017-752-0792","http://www.kk-minori.jp/","就労定着支援","就労定着支援　なみどお","しゅうろうていちゃくしえんなみどお","0210102398","青森県青森市","久須志三丁目15番20号","017-752-0791","017-752-0792","http://www.kk-minori.jp/",40.81808802,140.72797982,"09:00-16:00","09:00-13:00","","","日曜日・祝日・8/11〜14・12/30〜1/3",,
