"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"01000","A0000007134","北海道","社会福祉法人　静内ペテカリ","しゃかいふくしほうじんしずないぺてかり","3430005009296","北海道日高郡新ひだか町","静内目名４２６−１","0146-42-3070","0146-42-3072","http://www.sizunaipetekari.com","福祉型障害児入所施設","しずない心の杜","しずないこころのもり","0153801139","北海道日高郡新ひだか町","静内目名４２６番地の１","0146-42-3070","0146-42-3072","http://www.shizunaipetekari.com",42.36571559,142.39557874,"","","","",,,10
"02000","E0000013378","青森県","青森県","あおもりけん","2000020020001","青森県青森市","長島一丁目1-1","017-722-1111",,"http://www.pref.aomori.lg.jp/","福祉型障害児入所施設","青森県立あすなろ療育福祉センター","あおもりけんりつあすなろりょういくふくしせんたー","0250130010","青森県青森市","大字石江字江渡１０１","017-781-0174","017-766-4396","http://www.pref.aomori.lg.jp/welfare/welfare/asunaro_top.html",40.82142904,140.69828680,"","","","",,,6
"02000","E0000013424","青森県","青森県","あおもりけん","2000020020001","青森県青森市","長島一丁目1-1","017-722-1111",,"http://www.pref.aomori.lg.jp/","福祉型障害児入所施設","青森県立さわらび療育福祉センター","あおもりけんりつさわらびりょういくふくしせんたー","0250250032","青森県弘前市","大字中別所字平山１６８","0172-96-2121","0172-96-2199",,40.66226476,140.37920856,"","","","",,,5
"02000","E0000013375","青森県","社会福祉法人　青森県すこやか福祉事業団","しゃかいふくしほうじんあおもりけんすこやかふくしじぎょうだん","2420005000356","青森県青森市","中央三丁目２０−３０-","017-777-8118","017-735-1160","http://www.actv.ne.jp/~aofuku00/","福祉型障害児入所施設","八甲学園","はっこうがくえん","0250110012","青森県青森市","大字横内字桜峰６３−１","017-738-2104","017-738-2116","http://www.jomon.ne.jp/~hakkou/",40.76753576,140.76484241,"","","","",,,9
"02000","E0000013419","青森県","弘前市","ひろさきし","3000020022021","青森県弘前市","上白銀町１−１","0172-35-1111","0172-32-1166",,"福祉型障害児入所施設","障害児入所施設　弘前市弥生学園","しょうがいじにゅうきょしせつひろさきしやよいがくえん","0250210028","青森県弘前市","大字中別所字平山１４０−１","0172-96-2103","0172-96-2501",,40.65997619,140.37923088,"","","","",,,15
"02000","E0000013445","青森県","社会福祉法人　八戸市社会福祉事業団","しゃかいふくしほうじんはちのへししゃかいふくしじぎょうだん","4420005002961","青森県八戸市","根城８丁目8-39","0178-41-1215","0178-45-1450","https://www.hsfj.or.jp/","福祉型障害児入所施設","うみねこ学園","うみねこがくえん","0250310034","青森県八戸市","大字鮫町字小舟渡平9-50","0178-38-0657","0178-38-0658","https://www.hsfj.or.jp/umineko/",40.53803167,141.56972228,"","","","",,,40
"02000","E0000013529","青森県","下北地域広域行政事務組合","しもきたちいきこういきぎょうせいじむくみあい","2000020028614","青森県むつ市","中央1-8-1障害児入所施設はまゆり学園","0175-28-2100","0175-22-2580","http://shimoko.e-shimokita.jp/","福祉型障害児入所施設","障害児入所施設　はまゆり学園","しょうがいじにゅうしょしせつはまゆりがくえん","0251610069","青森県むつ市","大字奥内字栖立場１−６７障害児入所施設　はまゆり学園","0175-26-2113","0175-26-2088","http://michinokufukushikai.jp/publics/index/40/",41.29274811,141.18347811,"","","","",,,30
"02000","E0000013539","青森県","西北五広域福祉事務組合","せいほくごこういきふくしじむくみあい","7000020028304","青森県つがる市","森田町床舞鶴喰104-2","0173-26-3100","0173-26-2396","http://www.shg-kouikifukushi.jp/","福祉型障害児入所施設","森田学園","もりたがくえん","0252010046","青森県つがる市","森田町床舞字鶴喰１０４−２","0173-26-3100","0173-26-2396","http://www.shg-kouikifukushi.jp/",40.76579709,140.31876823,"","","","",,,10
"02000","E0000013506","青森県","上北地方教育・福祉事務組合","かみきたちほうきょういくふくしじむくみあい","5000020028347","青森県上北郡七戸町","蛇坂55-8","0176-62-5154","0176-62-9587","http://staging.chuubu-kamikyo.jp/kamikyo/","福祉型障害児入所施設","公立もみのき学園","こうりつもみのきがくえん","0251110052","青森県上北郡七戸町","字蛇坂４５−２","0176-62-3161","0176-62-9990",,40.71016982,141.15012863,"","","","",,,30
"03000","A0000016080","岩手県","社会福祉法人岩手県社会福祉事業団","しゃかいふくしほうじんいわてけんしゃかいふくしじぎょうただん","5400005000413","岩手県盛岡市","高松三丁目７番33号","019-662-6851","019-662-8044","https://iwate-fukushi.or.jp/","福祉型障害児入所施設","福祉型障害児入所施設てしろもりの丘よつば","ふくしがたしょうがいじにゅうしょしせつてしろもりのおかよつば","0352100044","岩手県盛岡市","手代森6-10-6","019-613-9721","019-613-9722","http://www.iwate-fukushi.or.jp/shisetu/teshiromori/index.html",39.70186410,141.15451150,"","","","",,,40
"03000","A0000016082","岩手県","社会福祉法人岩手県社会福祉事業団","しゃかいふくしほうじんいわてけんしゃかいふくしじぎょうただん","5400005000413","岩手県盛岡市","高松三丁目７番33号","019-662-6851","019-662-8044","https://iwate-fukushi.or.jp/","福祉型障害児入所施設","たばしね学園","たばしねがくえん","0351500012","岩手県奥州市","前沢区田畠18-5","0197-56-2160","0197-56-6471","http://www.iwate-fukushi.or.jp/shisetu/tabashine/index.html",39.14441440,141.13916300,"","","","",,,30
"03000","A0000102264","岩手県","社会福祉法人若竹会","しゃかいふくしほうじんわかたけかい","4400005004142","岩手県宮古市","和見町8番33号","0193-65-9200","0193-62-9800","http://wakatakekai.or.jp","福祉型障害児入所施設","らいず","らいず","0350200051","岩手県宮古市","崎鍬ケ崎第４地割１番地42","0193-77-5100","0193-77-5123",,39.65983939,141.95070931,"","","","",,,16
"04100","A0000009097","仙台市","社会福祉法人宮城県社会福祉協議会","しゃかいふくしほうじんみやぎけんしゃかいふくしきょうぎかい","2370005001491","宮城県仙台市青葉区","堤通雨宮町4-17","022-779-6974","022-272-6800","http://www.miyagi-sfk.net/","福祉型障害児入所施設","宮城県啓佑学園","みやぎけんけいゆうがくえん","0455510016","宮城県仙台市泉区","南中山五丁目２−１","022-379-5001","022-379-5010","http://www.miyagi-sfk.net/chuo/keiyuugakuen",38.31297716,140.81476619,"","","","",,,60
"04000","E0000016141","宮城県","社会福祉法人　栗原秀峰会","しゃかいふくしほうじんくりはらしゅうほうかい","2370205001762","宮城県栗原市","金成梨崎道ノ上7-1","0228-42-3432","0228-42-3433","http://k-syuuhoukai.or.jp/","福祉型障害児入所施設","ステップ","すてっぷ","0451300016","宮城県栗原市","金成梨崎道ノ上７−１","0228-42-3432","0228-42-3433","http://k-syuuhoukai.or.jp/",38.79242444,141.06820543,"","","","",,,10
"05000","E0000017457","秋田県","社会福祉法人　秋田県社会福祉事業団","しゃかいふくしほうじんあきたけんしゃかいふくしじぎょうだん","3410005000612","秋田県秋田市","御所野下堤五丁目１番地の１","018-889-8360","018-889-8361","http://www.fukinoto.or.jp/","福祉型障害児入所施設","阿桜園","あざくらえん","0550310155","秋田県横手市","赤坂字仁坂１０５","0182-32-6085","0182-32-7359","http://www.fukinoto.or.jp/azakura",39.29754883,140.53321164,"","","","",,,5
"05000","E0000017415","秋田県","社会福祉法人　秋田県厚生協会","しゃかいふくしほうじんあきたけんこうせいきょうかい",,"秋田県秋田市","寺内後城６番４１号","018-880-1050","018-846-7801","https://www.akitaken-kouseikyoukai.jp/","福祉型障害児入所施設","若竹学園","わかたけがくえん","0550110332","秋田県秋田市","御所野地蔵田二丁目１５番１","018-838-0607","018-839-1300",,39.66407966,140.15364528,"","","","",,,30
"05000","E0000017474","秋田県","社会福祉法人　花輪ふくし会","しゃかいふくしほうじんはなわふくしかい","3410005003490","秋田県鹿角市","花輪字案内６３番地１-","0186-22-4000","0186-22-4141","http://a-hanawafukushikai.jp/","福祉型障害児入所施設","東山学園","ひがしやまがくえん","0550910160","秋田県鹿角市","花輪字案内６９−１福祉型障害児入所施設　東山学園","0186-25-8876","0186-25-8896","http://a-hanawafukushikai.jp/",40.19518016,140.80535721,"","","","",,,20
"05000","E0000017481","秋田県","社会福祉法人　県北報公会","しゃかいふくしほうじんけんぽくほうこうかい","7410005003289","秋田県北秋田市","七日市字中道岱１５番地七日市字中道岱１５番地　本部事務所","0186-66-2104","0186-66-2659","http://www.yoshinosato.or.jp","福祉型障害児入所施設","大野岱吉野学園　","おおのたいよしのがくえん","0551310170","秋田県北秋田市","七日市字家向４６−１葵寮・茜寮","0186-66-2104","0186-66-2659",,40.17575755,140.40086895,"","","","",,,10
"06000","A0000016485","山形県","山形県","やまがたけん","5000020060003","山形県山形市","松波二丁目８番１号","023-630-2266","023-630-2111","http://www.pref.yamagata.jp/","福祉型障害児入所施設","山形県立最上学園","やまがたけんりつもがみがくえん","0650500010","山形県新庄市","松本５５−１","0233-22-1559","0233-23-5266","http://www.pref.yamagata.jp/ou/kenkofukushi/094003/",38.75269725,140.29850590,"","","","",,,30
"06000","E0000060139","山形県","山形県","やまがたけん","5000020060003","山形県山形市","松波二丁目８番１号","023-630-2266","023-630-2111","http://www.pref.yamagata.jp/","福祉型障害児入所施設","山形県立やまなみ学園","やまがたけんりつやまなみがくえん","0650900012","山形県長井市","今泉１８１２番地","0238-88-9311","0238-88-9366","https://www.pref.yamagata.jp/ou/kenkofukushi/096003/",38.05550754,140.05218877,"","","","",,,30
"06000","E0000060147","山形県","山形県","やまがたけん","5000020060003","山形県山形市","松波二丁目８番１号","023-630-2266","023-630-2111","http://www.pref.yamagata.jp/","福祉型障害児入所施設","山形県立鳥海学園","やまがたけんりつちょうかいがくえん","0651700015","山形県飽海郡遊佐町","藤崎字茂森１４番地の１７８","0234-75-3334","0234-75-3872","http://www.pref.yamagata.jp/ou/kenkofukushi/097005/",38.99847129,139.86040475,"","","","",,,30
"07000","A0000008948","福島県","福島県","ふくしまけん","7000020070009","福島県福島市","杉妻町２番１６号","024-521-8382","024-521-7747","https://www.pref.fukushima.lg.jp/sec/21810a/","福祉型障害児入所施設","大笹生学園","おおざそうがくえん","0750100083","福島県福島市","大笹生字俎板山182-1","024-557-6014","024-558-6887","https://www.pref.fukushima.lg.jp/sec/21800a/",37.81460140,140.41377283,"","","","",,,45
"07000","A0000007765","福島県","社会福祉法人安積愛育園","しゃかいふくしほうじんあさかあいいくえん","9380005002524","福島県郡山市","安積町笹川字経坦５２番地","024-945-0369","024-945-0379","http://asaka.or.jp/aiikuen/","福祉型障害児入所施設","入所支援事業所　アルバ","にゅうしょしえんじぎょうしょあるば","0750300014","福島県郡山市","安積町笹川字経坦52","024-945-0369","024-945-0379","http://asaka.or.jp/aiikuen/",37.34662072,140.36349643,"","","","",,,30
"07000","A0000007807","福島県","社会福祉法人福島県社会福祉事業団","しゃかいふくしほうじんふくしまけんしゃかいふくしじぎょうだん","3380005005045","福島県西白河郡西郷村","小田倉字上上野原５−３","0248-25-3100","0248-25-4659","http://www.fukushima-sj.jp","福祉型障害児入所施設","福島県ばんだい荘わかば","ふくしまけんばんだいそうわかば","0752500017","福島県耶麻郡猪苗代町","長田字西五十滝3967-1","0242-65-2711","0242-62-2576","http://www.fukushima-sj.jp/bandai_wakaba/index.html",37.55788069,140.07068840,"","","","",,,40
"07000","A0000007839","福島県","社会福祉法人　牧人会","しゃかいふくしほうじんまきびとかい","2380005004650","福島県西白河郡西郷村","大字小田倉字上上野原１５８−１","0248-25-2046","0248-25-3776","http://makibito.com","福祉型障害児入所施設","社会福祉法人　牧人会　白河めぐみ学園　","しゃかいふくしほうじんまきびとかいしらかわめぐみがくえん","0752800011","福島県西白河郡西郷村","小田倉字上上野原158-1","0248-25-2046","0248-25-3776","http://makibito.com",37.13342339,140.12334660,"","","","",,,20
"07000","A0000007840","福島県","社会福祉法人　牧人会","しゃかいふくしほうじんまきびとかい","2380005004650","福島県西白河郡西郷村","大字小田倉字上上野原１５８−１","0248-25-2046","0248-25-3776","http://makibito.com","福祉型障害児入所施設","社会福祉法人　牧人会　白河こひつじ学園","しゃかいふくしほうじんまきびとかいしらかわこひつじがくえん","0752800029","福島県西白河郡西郷村","小田倉字上上野原156-1","0248-25-2055","0248-25-6035","http://www.makibito.com/",37.13301510,140.12374658,"","","","",,,20
"07000","A0000007777","福島県","社会福祉法人桜が丘学園","しゃかいふくしほうじんさくらがおかがくえん","2380005005459","福島県石川郡石川町","字猫啼３５９番地１","0247-26-2003","0247-26-0766","http://www.sakuragaokagakuen.com/","福祉型障害児入所施設","福祉型障害児入所施設　桜が丘学園","ふくしがたしょうがいじにゅうしょしせつさくらがおかがくえん","0753000017","福島県石川郡石川町","猫啼３５９番地１","0247-26-2003","0247-26-0766","http://sakuragaokagakuen.com/",37.13678188,140.43240276,"","","","",,,30
"07000","A0000007809","福島県","社会福祉法人　福島県福祉事業協会","しゃかいふくしほうじんふくしまけんふくしじぎょうきょうかい","1380005007497","福島県双葉郡富岡町","大字大菅字蛇谷須79番地","0247-82-5731","0247-82-5656","https://ffk.jp/","福祉型障害児入所施設","原町学園","はらまちがくえん","0751200015","福島県相馬市","赤木字松ケ沢160-4","0244-36-4660","0244-26-7330",,37.74577663,140.95113025,"","","","",,,
"07000","A0000007811","福島県","社会福祉法人　福島県福祉事業協会","しゃかいふくしほうじんふくしまけんふくしじぎょうきょうかい","1380005007497","福島県双葉郡富岡町","大字大菅字蛇谷須79番地","0247-82-5731","0247-82-5656","https://ffk.jp/","福祉型障害児入所施設","東洋学園児童部","とうようがくえんじどうぶ","0753200013","福島県いわき市","四倉町細谷字御厩13-3","0246-38-7871","0246-38-7872","",37.07713185,140.96452346,"","","","",,,
"08000","E0000063922","茨城県","社会福祉法人　つくば根学園","しゃかいふくしほうじんつくばねがくえん","9050005005106","茨城県つくば市","小和田３６６番地","029-867-1200","029-867-4744","http://tsukubane-gakuen.or.jp/","福祉型障害児入所施設","つくば根学園","つくばねがくえん","0852000025","茨城県つくば市","小和田３６６番地","029-867-1200","029-867-4744","http://tsukubane-gakuen.or.jp/",36.16691573,140.11048397,"","","","",,,20
"08000","E0000063921","茨城県","社会福祉法人　筑峯学園","しゃかいふくしほうじんつくほうがくえん","1050005005105","茨城県つくば市","平沢６５５番地の４","029-867-0025","029-867-1968","http://www.tsukuhou.or.jp","福祉型障害児入所施設","筑峯学園","つくほうがくえん","0852000017","茨城県つくば市","平沢６５５−４","029-867-0025","029-967-1968","http://www.tsukuhou.or.jp",36.18186116,140.11090562,"","","","","","",
"08000","E0000064005","茨城県","社会福祉法人　鹿島育成園","しゃかいふくしほうじんかしまいくせいえん","6050005006296","茨城県鹿嶋市","国末1539-1","0299-82-6464","0299-83-3261","http://www.kashima-ikuseien.com/","福祉型障害児入所施設","鹿島育成園　児童寮","かしまいくせいえんじどうりょう","0852300011","茨城県潮来市","大賀４３８−４","0299-66-3439","0299-66-3431","http://www.kashima-ikuseien.com",36.00013459,140.54292285,"","","","",,,30
"08000","E0000064038","茨城県","社会福祉法人　慶育会","しゃかいふくしほうじんけいいくかい","1050005009931","茨城県筑西市","茂田１７４０番","0296-22-4211","0296-24-2078","http://www.keiikukai.or.jp/","福祉型障害児入所施設","白山学園","はくさんがくえん","0852700012","茨城県筑西市","茂田１７５６−２","0296-22-4078","0296-22-5228","http://www.keiikukai.or.jp",36.29728531,140.02039213,"","","","",,,30
"08000","E0000063903","茨城県","社会福祉法人　慈光学園","しゃかいふくしほうじんじこうがくえん","4050005004608","茨城県坂東市","生子１６１７","0280-88-0301","0280-88-1178","https://www.dreams.ne.jp/jikou/","福祉型障害児入所施設","慈光良児園","じこうりょうじえん","0851800011","茨城県坂東市","生子１６１７","0280-88-0301","0280-88-1178","https://www.dreams.ne.jp/jikou/																			",36.09663466,139.84644855,"","","","",,,30
"08000","E0000064107","茨城県","社会福祉法人　上の原学園","しゃかいふくしほうじんうえのはらがくえん","5050005010290","茨城県桜川市","上野原地新田１５９−１","0296-75-2509","0296-76-2020","http://www.u-gaku.or.jp/","福祉型障害児入所施設","上の原学園","うえのはらがくえん","0857100010","茨城県桜川市","上野原地新田１５９−１","0296-75-2509","0296-76-2020","http://www.u-gaku.or.jp",36.35123473,140.04791611,"","","","",,,30
"08000","E0000064075","茨城県","社会福祉法人　茨城補成会","しゃかいふくしほうじんいばらきほせいかい","6050005000506","茨城県東茨城郡茨城町","上石崎４６９８−２","029-293-7401","029-293-7744","http://ibaraki-hoseikai.jp/","福祉型障害児入所施設","涸沼学園","ひぬまがくえん","0853100014","茨城県東茨城郡茨城町","上石崎４６９８−２","029-293-7401","029-293-7744","http://ibaraki-hoseikai.jp/",36.30995421,140.47735241,"","","","",,,30
"09000","A0000020599","栃木県","社会福祉法人　とちぎ健康福祉協会","しゃかいふくしほうじんとちぎけんこうふくしきょうかい","2060005000772","栃木県宇都宮市","駒生町3337-1","028-622-2846","028-621-1422","https://www.kenkoufukushi.com/","福祉型障害児入所施設","桜ふれあいの郷","さくらふれあいのさと","0951400027","栃木県さくら市","鍛冶ケ澤269-1","028-682-6611","028-682-6647","http://www.sakura-fureai.com/",36.68532310,139.96648820,"","","","",,,15
"09000","A0000017318","栃木県","社会福祉法人たかはら学園","しゃかいふくしほうじんたかはらがくえん","6060005004588","栃木県矢板市","越畑226","0287-48-0304","0287-48-1927","https://www.taka.or.jp","福祉型障害児入所施設","たかはら学園","たかはらがくえん","0951100011","栃木県矢板市","越畑226-17","0287-48-0304","0287-48-1927","https://www.taka.or.jp",36.75408505,139.97157098,"","","","",,,15
"09000","A0000024956","栃木県","社会福祉法人　大和久福祉会","しゃかいふくしほうじんおおわくふくしかい","9060005001946","栃木県那須烏山市","南大和久956-2","0287-88-2041","0288-88-9696","http://oowaku.or.jp/main/","福祉型障害児入所施設","大和久学園","おおわくがくえん","0951500016","栃木県那須烏山市","南大和久956-2","0287-88-2041","0287-88-9696",,36.67350611,140.09365426,"","","","",,,20
"09000","A0000025062","栃木県","社会福祉法人　下野会","しゃかいふくしほうじんしもつけかい","8060005005238","栃木県下野市","国分寺1127-1","0285-44-1478","0285-44-5666","http://shimotsukekai.com/","福祉型障害児入所施設","国分寺学園","こくぶんじがくえん","0951600014","栃木県下野市","国分寺１１２７−１","0285-44-1478",,"http://shimotsukekai.com/",36.38887350,139.80695288,"","","","",,,20
"10000","E0000021219","群馬県","群馬県","ぐんまけん","7000020100005","群馬県前橋市","大手町１−１−１","027-223-1111",,"http://www.pref.gunma.jp/","福祉型障害児入所施設","しろがね学園","しろがねがくえん","1050100013","群馬県前橋市","東大室町１７７−１","0272686011","0272303300","http://www.pref.gunma.jp/cate_list/ct00002095.html",36.36539336,139.18895790,"","","","",,,54
"10000","E0000021335","群馬県","社会福祉法人桐の実会","しゃかいふくしほうじんきりのみかい","7070005005122","群馬県桐生市","新里町奥沢59-1","0277-74-0343","0277-74-0722","http://wataraseyougoen.jp/","福祉型障害児入所施設","わたらせ養護園","わたらせようごえん","1050300027","群馬県桐生市","新里町奥沢59-1","0277-74-0343","0277-74-0722","http://wataraseyougoen.jp/",36.44166225,139.25981338,"","","","",,,2
"10000","E0000021431","群馬県","社会福祉法人赤城会","しゃかいふくしほうじんあかぎかい","4070005005307","群馬県渋川市","赤城町津久田１９４番地19","0279-56-2847","0279-56-2267","https://www.akagikai.com","福祉型障害児入所施設","しきしま学園","しきしまがくえん","1050800141","群馬県渋川市","赤城町津久田１９４番地３７","0279-56-2847",,"https://www.akagikai.com",36.54409299,139.03847635,"","","","",,,12
"11100","A0000006125","さいたま市","社会福祉法人久美愛園","しゃかいふくしほうじんくみあいえん","7030005001240","埼玉県さいたま市緑区","三室１４３１番地","048-873-5715","048-874-1750","https://www.kumiaien.or.jp","福祉型障害児入所施設","久美学園","くみがくえん","1156510271","埼玉県さいたま市緑区","三室１４３１","048-873-5715","048-874-1750",,35.88365968,139.67314519,"","","","",,,
"11000","A0000021772","埼玉県","国立障害者リハビリテーションセンター自立支援局　秩父学園","こくりつしょうがいしゃりはびりてーしょんせんたーじりつしえんきょくちちぶがくえん",,"埼玉県所沢市","北原町８６０","04-2992-2839","04-2995-2253",,"福祉型障害児入所施設","国立障害者リハビリテーションセンター自立支援局　秩父学園","こくりつしょうがいしゃりはびりてーしょんせんたーじりつしえんきょくちちぶがくえん","1152500011","埼玉県所沢市","北原町８６０","04-2992-2839","04-2995-2253","http://www.rehab.go.jp/chichibu/",35.80434065,139.48310009,"","","","",,,100
"11000","A0000125508","埼玉県","社会福祉法人相思会","しゃかいふくしほうじんそうしかい","6030005004954","埼玉県加須市","上種足８９４−１","0480-73-1969","0480-73-3995","https://soshikai.jp/","福祉型障害児入所施設","埼玉中央学園","さいたまちゅうおうがくえん","1153600018","埼玉県加須市","上種足894-1","0480-73-1969","0480-73-3995","https://soshikai.jp/",36.08498714,139.55844473,"","","","",,,40
"11000","A0000022522","埼玉県","社会福祉法人共愛会","しゃかいふくしほうじんきょうあいかい","5030005004947","埼玉県羽生市","大字砂山２１０番地","048-561-2362","048-563-3072","https://kyoaikai.or.jp/","福祉型障害児入所施設","共愛学園（児童部）","きょうあいがくえんじどうぶ","1153900012","埼玉県羽生市","大字砂山２１０","048-561-2362","048-563-3072","https://kyoaikai.or.jp/facilities/kyouaigakuen.html",36.14359250,139.52846789,"","","","",,,20
"11000","A0000022514","埼玉県","社会福祉法人埼玉県社会福祉事業団","しゃかいふくしほうじんさいたまけんしゃかいふくしじぎょうだん","3030005011879","埼玉県比企郡嵐山町","古里１８４８嵐山郷","0493-62-9191","0493-61-0152","http://sswc-gr.jp/sswc/","福祉型障害児入所施設","埼玉県立嵐山郷","さいたまけんりつらんざんごう","1153214315","埼玉県比企郡嵐山町","古里１８４８嵐山郷","0493-62-6221","0493-62-8944","http://sswc-gr.jp/ranzan/",36.10673580,139.30079642,"","","","",,,25
"12000","A0000016120","千葉県","社会福祉法人春濤会","しゃかいふくしほうじんしゅんとうかい","2040005004065","千葉県市川市","本北方３の１３の１１八幡学園棟","047-338-3763","047-338-2146","http://www.yawatagakuen.or.jp/","福祉型障害児入所施設","八幡学園","やわたがくえん","1252700016","千葉県市川市","本北方３の１３の１１","0473383763","0473382146","http://yawatagakuen.or.jp",35.72923471,139.95197991,"","","","",,,70
