"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"01100","E0000000214","札幌市","花水木","はなみずき","4430005011862","北海道札幌市中央区","南１条東２丁目６大通バスセンタービル２号館５階","011-215-0771","011-218-8889","http://www.kokoro-shinryojo.com/","就労移行支援","イーストサイド","いーすとさいど","0110102134","北海道札幌市中央区","南１条東２丁目６大通バスセンタービル２号館５階","011-206-0866","011-218-8889","http://www.hanamizuki-sapporo.com/eastside",43.06073443,141.35846747,"10:00-16:00","00:00-00:00","00:00-00:00","00:00-00:00","土日祝日・年末年始","水曜日のみ10：00〜13：00",8
"01100","E0000000155","札幌市","株式会社　エニシィング","かぶしきがいしゃえにしぃんぐ","4430001030718","北海道札幌市中央区","南８条西４丁目４２２グランドパークビル８階","011-218-8805","011-518-1871","http://www.enising.co.jp/","就労移行支援","ジョブサ札幌","じょぶささっぽろ","0110101631","北海道札幌市中央区","南1条西7丁目12-6　パークアベニュービル10F　4.5号室","011-281-1125","011-281-1126","http://www.enising.co.jp/business/welfare/jobsa",43.05858981,141.34726295,"10:00-18:30","","","","日曜・祝日","土曜日開所は不定期",20
"01100","A0000003564","札幌市","株式会社　プラスアルファ","かぶしきがいしゃぷらすあるふぁ","0430001074538","北海道札幌市中央区","南11条西13丁目1番３２号","011-211-6324","011-213-0361","http://www.plusalpha-corp.jp","就労移行支援","マイ・スタイル大通事業所","まいすたいるおおどおりじぎょうしょ","0110103405","北海道札幌市中央区","南１条西５丁目１６　プレジデント松井ビル１００　６０４号室","011-213-1538","011-213-1539","http://www.plusalpha-ohdouri.jp",43.05897042,141.34979328,"10:00-15:00","10:00-15:00","","","日曜日・祝日",,20
"01100","A0000034603","札幌市","株式会社　プラスアルファ","かぶしきがいしゃぷらすあるふぁ","0430001074538","北海道札幌市中央区","南11条西13丁目1番３２号","011-211-6324","011-213-0361","http://www.plusalpha-corp.jp","就労移行支援","マイ・スタイル大通南事業所","まいすたいるおおどおりみなみじぎょうしょ","0110103736","北海道札幌市中央区","南４条西３丁目９北星ビル２Ｆ","011-596-7196","011-596-7197","http://www.plusalpha-corp.jp",43.05594034,141.35360981,"10:00-15:00","10:00-15:00","","","日祝",,20
"01100","E0000000944","札幌市","株式会社　プラスアルファ","かぶしきがいしゃぷらすあるふぁ","0430001074538","北海道札幌市中央区","南11条西13丁目1番３２号","011-211-6324","011-213-0361","http://www.plusalpha-corp.jp","就労移行支援","マイ・スタイル元町事業所","まいすたいるもとまちじぎょうしょ","0110301025","北海道札幌市東区","北２４条東１６丁目１−４ロイヤル元町２Ｆ","011-769-9590","011-769-9591","http://www.plusalpha-corp.jp/",43.09454468,141.37196390,"10:00-15:00","10:00-15:00","","","祝日・日",,20
"01100","A0000024734","札幌市","株式会社　よかず","かぶしきがいしゃよかず","1430001074214","北海道札幌市中央区","北五条西９丁目１１番地シャトーブラン５９　２階","011-374-8742","011-374-8743","https://tryze.biz/","就労移行支援","就労支援トライズ大通","しゅうろうしえんとらいずおおどおり","0110103595","北海道札幌市中央区","南１条東２丁目５−１　ＭⅡビル　５Ｆ","011-252-7660","011-252-7661",,43.06058446,141.35883133,"10:00-16:00","10:00-12:00","","","日曜・祝日","火曜日は10:00〜12:00、金曜日は10:00〜15:00",20
"01100","E0000000805","札幌市","株式会社　よかず","かぶしきがいしゃよかず","1430001074214","北海道札幌市中央区","北五条西９丁目１１番地シャトーブラン５９　２階","011-374-8742","011-374-8743","https://tryze.biz/","就労移行支援","就労支援トライズさっぽろ駅前","しゅうろうしえんとらいずさっぽろえきまえ","0110204146","北海道札幌市北区","北６条西７丁目５小貫印刷センタービル４Ｆ","011-374-8742","011-374-8743","http://tryze.biz/",43.06754426,141.34481537,"10:00-16:00","10:00-12:00","","","日・祝日","金曜日のみ10:00〜15:00",20
"01100","E0000000276","札幌市","合同会社　オムズ","ごうどうがいしゃおむず","2430003007468","北海道札幌市中央区","南六条西１６丁目２−２７東洋ビル","011-596-0951","011-596-0953","http://helios-hokkaido.com/","就労移行支援","エリオス　ＳＡＰＰＯＲＯ","えりおすさっぽろ","0110102621","北海道札幌市中央区","南６条西１６丁目２−２７東洋ビル１Ｆ・２Ｆ","011-596-0951","011-596-0953","http://helios-hokkaido.com",43.05107625,141.33287576,"10:00-16:00","","","","土曜・日曜・祝日","土曜・日曜・祝日",7
"01100","E0000000249","札幌市","NPO法人　ぷらすハート２８","えぬぴーおーほうじんぷらすはーとにじゅうはち","1430005012293","北海道札幌市中央区","南三条西20丁目2番20号第21藤栄ビル2階","011-623-3225","011-623-3226","http://www.plusheart28.jp/","就労移行支援","ぷらすハート２８","ぷらすはーと","0110102431","北海道札幌市中央区","南三条西20丁目2番20号第21藤栄ビル2階","011-623-3225","011-623-3226","http://www.plusheart28.jp/",43.05423956,141.32704824,"","","","","","",
"01100","E0000000076","札幌市","特定非営利活動法人　障がい者就労支援の会","とくていひえいりかつどうほうじんしょうがいしゃしゅうろうしえんのかい","2430005004348","北海道札幌市中央区","南３条西１０丁目１００１番地５福山南３条ビル７階","011-280-8813","011-280-8751","http://akariya.org/","就労移行支援","あかり家","あかりや","0110100773","北海道札幌市中央区","南３条西１０丁目１００１番地５福山南３条ビル７階","011-280-8752","011-280-8751","http://www.akariya.org",43.05555248,141.34256964,"10:00-17:00","","","","年末年始（12/29〜1/4）","行事は、土日祝日（不定期）に開催しております。",6
"01100","E0000000151","札幌市","特定非営利活動法人　とらいわーく","とくていひえいりかつどうほうじんとらいわーく","2430005010651","北海道札幌市中央区","南３条西４丁目16番地２　3.4キノシタビル３階","011-206-1186","011-251-5105","https://tryworksapporo.com/","就労移行支援","とらいわーく","とらいわーく","0110101573","北海道札幌市中央区","南３条西４丁目１６番地２３・４キノシタビル３階","011-206-1186","011-206-8829","https://tryworksapporo.com/",43.05528160,141.34107760,"09:00-17:00","00:00-00:00","00:00-00:00","00:00-00:00","土・日・祝日・8月13日〜16日・12月29日〜1月4日","個別支援計画に基づいて利用時間を設定",10
"01100","E0000000112","札幌市","特定非営利活動法人　ライツ","とくていひえいりかつどうほうじんらいつ","3430005007630","北海道札幌市中央区","南３条西９丁目９９９番地１ビラ・アペックス札幌狸小路３９　２Ｆ","011-213-0309","011-213-0308","http://npo-rights.org/","就労移行支援","障がい者多機能型事業所　リンク","しょうがいしゃたきのうがたじぎょうしょりんく","0110101235","北海道札幌市中央区","南３条西９丁目９９９番地１ビラ・アペックス札幌狸小路３９　２Ｆ","011-213-0309","011-213-0308","http://npo-rights.org/",43.05591222,141.34386618,"09:00-16:00","09:00-12:00","","","日曜、祝日","作業によって日曜出勤になることがあります（希望者のみ）",6
"01100","E0000000712","札幌市","ありがとうファミリー株式会社","ありがとうふぁみりーかぶしきがいしゃ","3430001040536","北海道札幌市北区","太平十二条4丁目3番3号","011-776-6152","011-776-6152","http://transit-iko.net/","就労移行支援","トランジット","とらんじっと","0110203460","北海道札幌市北区","北17条西4丁目1-3マミヤビル2階　201号","011-776-6152","011-776-6152","http://transit-iko.net/",43.08060392,141.34656718,"10:00-15:00","10:00-13:00","","","日曜祝日・お盆・年末年始",,20
"01100","E0000000789","札幌市","ありがとうファミリー株式会社","ありがとうふぁみりーかぶしきがいしゃ","3430001040536","北海道札幌市北区","太平十二条4丁目3番3号","011-776-6152","011-776-6152","http://transit-iko.net/","就労移行支援","トランジット麻生","とらんじっとあさぶ","0110204047","北海道札幌市北区","札幌市北区","0112998746","011-299-8746","http://transit-iko.net/",43.09064420,141.34059480,"10:00-15:00","10:00-15:00","","","日曜祝日・お盆・年末年始","日曜祝日・お盆・年末年始",20
"01100","E0000000493","札幌市","社会福祉法人　愛和福祉会","しゃかいふくしほうじんあいわふくしかい","9430005000539","北海道札幌市北区","北８条西３丁目３２番地","011-746-7771","011-746-7772","https://www.aiwa-f.jp/","就労移行支援","ワークス翔","わーくすかける","0110201373","北海道札幌市東区","北４２条東１８丁目３番１号","011-776-7158","011-776-7257","https://www.aiwa-f.or.jp/workskakeru/",43.11467471,141.37052627,"09:00-17:00","09:00-17:00","09:00-17:00","09:00-17:00","日曜祝日一部土曜日",,20
"01100","E0000000032","札幌市","特定非営利活動法人　札幌チャレンジド","とくていひえいりかつどうほうじんさっぽろちゃれんじど","9430005003434","北海道札幌市北区","北７条西６丁目１番地北苑ビル２階","011-769-0843","011-769-0842","https://s-challenged.jp/","就労移行支援","札幌チャレンジド","さっぽろちゃれんじど","0110100195","北海道札幌市北区","北７条西６丁目１番地北苑ビル２階","011-769-0843","011-769-0842","http://s-challenged.jp/",43.06876361,141.34595687,"09:30-17:30","","","","土日祝日",,10
"01100","E0000000652","札幌市","特定非営利活動法人ぱすとらる","とくていひえいりかつどうほうじんぱすとらる","9430005010612","北海道札幌市北区","北４０条西４丁目２番５号藤井ビルＮ40　2Ｆ","011-769-9737","011-769-9760",,"就労移行支援","ぱすとらる","ぱすとらる","0110203023","北海道札幌市北区","北四十条西４丁目２番５号藤井ビルＮ４０−２階","011-769-9737","011-769-9760","http://npo-pastoral.jimdo.com",43.10777247,141.33888001,"10:00-15:30","10:00-12:00","","","日曜・祝日・年末年始・盆・ゴールデンウィーク等",,20
"01100","A0000046346","札幌市","ゆにばーさる株式会社","ゆにばーさるかぶしきがいしゃ","2430001029539","北海道札幌市北区","北20条西2丁目1-32EUビル","011-788-2128","011-788-7506","https://universalhokkaido.jp/","就労移行支援","ゆにばーさる就労支援センター札幌幌北","ゆにばーさるしゅうろうしえんせんたーさっぽろこうほく","0110700655","北海道札幌市北区","北二十条西２丁目１−３２ＥＵビル３・４階","011-700-0028","011-788-7506","https://universalhokkaido.jp/",43.08542287,141.34855558,"09:00-15:00","09:00-15:00","00:00-00:00","09:00-15:00","日曜日、年末年始（12/30〜1/3）","なし",10
"01100","E0000000668","札幌市","札幌福祉就労支援センター","さっぽろふくししゅうろうしえんせんたー","5430005011135","北海道札幌市東区","北３3条東１７丁目4-18","011-786-3466","011-788-2602","https://www.sapporo-hukushi.jp/","就労移行支援","ライズホーム道","らいずほーむみち","0110203155","北海道札幌市東区","北３３条東１７丁目４−１８","011-786-3466","011-788-2602","https://www.sapporo-hukushi.jp/",43.10432088,141.37227973,"09:30-15:30","10:00-14:00","","","日曜・祝日",,6
"01100","E0000000897","札幌市","株式会社　エールアライブ","かぶしきがいしゃえーるあらいぶ","3430001068024","北海道札幌市東区","北８条東１丁目３−７大一ビル１階","011-788-7848","011-788-7849","","就労移行支援","就労移行支援事業所　エールアライブ","しゅうろういこうしえんじぎょうしょえーるあらいぶ","0110300647","北海道札幌市東区","北８条東１丁目３−７大一ビル１階","011-788-7848","011-788-7849",,43.07201083,141.35548646,"09:00-18:00","09:00-18:00","","","土日祝日・年末年始（12/30〜1/3）",,20
"01100","E0000000934","札幌市","株式会社　エールアライブ","かぶしきがいしゃえーるあらいぶ","3430001068024","北海道札幌市東区","北８条東１丁目３−７大一ビル１階","011-788-7848","011-788-7849","","就労移行支援","就労移行支援事業所ソウアライブ","しゅうろういこうしえんじぎょうしょそうあらいぶ","0110300928","北海道札幌市東区","北８条東１丁目３−１５札幌グランドビル１０２号室","011-214-9076","011-214-9077",,43.07195530,141.35592254,"09:00-18:00","","","","土日祝日・年末年始（12/30〜1/3）",,8
"01100","E0000000438","札幌市","社会福祉法人　麦の子会","しゃかいふくしほうじんむぎのこかい","1430005000612","北海道札幌市東区","北３６条東９丁目2−28","011-788-6626","011-755-6629","http://muginoko.com/","就労移行支援","ジャンプレッツ","じゃんぷれっつ","0110200821","北海道札幌市東区","北３５条東２８丁目３−１","011-785-8250","011-785-8251","",43.10113307,141.39190903,"10:00-16:00","10:00-14:00","","","日曜、祝日、夏季休暇、年末年始休暇","行事などにより、土日祝日に営業時間を変更して、開所している。",6
"01100","E0000000447","札幌市","自立支援センター　歩歩路","じりつしえんせんたーぽぽろ",,"北海道札幌市東区","北３５条東５丁目１番７号−１０２号なし","011-741-0606","011-375-7007","https://www.npopoporo.com/","就労移行支援","就労移行事業所　工房はまなす","しゅうろういこうじぎょうしょこうぼうはまなす","0110200953","北海道札幌市東区","北３５条東１丁目６−２","011-741-0606","011-375-7007","",43.10352893,141.34782948,"","","","","土、日、祝日、ＧＷ，8月13日〜8月15日、年末年始",,
"01100","E0000001566","札幌市","特定非営利活動法人　太夢","とくていひえいりかつどうほうじんたいむ","0110101771   ","北海道札幌市東区","北20条東1丁目1番1号北20条マンションA113","011-795-0392","011-790-6675","https://npotaimu.wixsite.com/website/","就労移行支援","太夢共同作業所","たいむきょうどうさぎょうしょ","0110501970","北海道札幌市豊平区","平岸四条９丁目１３−２２−１０５","011-841-6417","011-841-6417","https://npotaimu.wixsite.com/website",43.03129385,141.38010600,"09:30-16:00","","","","土・日・祝日(お盆休み・年末年始）",,10
"01100","A0000033801","札幌市","株式会社　おかげや","かぶしきかいしゃおかげや","6430001039352","北海道札幌市白石区","東札幌二条６丁目１−１１第３丸亀ビル１階","011-598-7905","011-598-7980","https://aistep.com","就労移行支援","ウェブエール","うぇぶえーる","0110404142","北海道札幌市白石区","南郷通１丁目北２番３２号ダイアパレス白石２階Ｈ号室","011-598-7905","011-598-7080",,43.04602055,141.39766478,"","","","",,,
"01100","E0000001216","札幌市","公益財団法人北海道精神保健推進協会","こうえきざいだんほうじんほっかいどうせいしんほけんすいしんきょうかい","6430005010821","北海道札幌市白石区","平和通１７丁目北１−１３","011-861-6353","011-861-6330","http://www.kokoro-recovery.org/","就労移行支援","ここスタ","ここすた","0110402815","北海道札幌市白石区","平和通１７丁目北１−１３","011-861-6353","011-861-6330","http://www.kokoro-recovery.org/kokopro/index.html",43.04133046,141.43707825,"10:00-16:00","","","","土　日　祝日",,6
"01100","E0000001206","札幌市","特定非営利活動法人　オペア","とくていひえいりかつどうほうじんおぺあ","5430005006341","北海道札幌市白石区","本通７丁目北２番２４号","011-376-5455","011-376-5466","https://www.opea.or.jp","就労移行支援","就労支援センターあるく","しゅうろうしえんせんたーあるく","0110402625","北海道札幌市白石区","本通７丁目北２番２４号","011-827-5420","011-827-5442","http://opea.jp",43.04623494,141.41694638,"09:00-17:00","09:00-12:00","","09:00-17:00","12月31日、1月1日を含む年末年始他、法人カレンダーによる",,6
"01100","E0000001173","札幌市","特定非営利活動法人　きなはれ","とくていひえいりかつどうほうじんきなはれ","4430005004932","北海道札幌市白石区","東札幌2条5丁目8-13","011-820-1551","011-820-1552","http://kinahare.net/","就労移行支援","白石障がい者就労センター　スカイ","しろいししょうがいしゃしゅうろうせんたーすかい","0110402401","北海道札幌市白石区","東札幌２条５丁目８−１３２・３階","011-820-1551","011-820-1552","http://kinahare.net/",43.04661204,141.39338459,"09:00-17:00","09:00-17:00","","","日・祭日","水曜日はミーティングやプログラムのため12:30で終了の場合あり",10
"01100","E0000001762","札幌市","特定非営利活動法人クロト","とくていひえいりかつどうほうじんくろと","2430005007607","北海道札幌市白石区","東札幌二条５丁目６−９インフィニティ東札幌　2階","011-598-8522","011-598-8523","https://www.klotho.or.jp/step/","就労移行支援","多機能型事業所ステップ","たきのうがたじぎょうしょすてっぷ","0110503927","北海道札幌市白石区","東札幌２条５丁目６番９号インフィニティ東札幌　２階","011-598-8522","011-598-8523","https://www.klotho.or.jp/step/",43.04772576,141.39192911,"09:00-16:00","09:00-12:00","","","基本は土曜・日曜・祝祭日　　予定表に記載",,6
"01100","E0000000586","札幌市","特定非営利活動法人　コミュネット楽創","とくていひえいりかつどうほうじんこみゅねっとらくそう","3430005003992","北海道札幌市白石区","本郷通６丁目南２−１リラハイツ本郷通1階","011-788-8199","011-788-6144","https://cmrakusousoumu.wixsite.com/website","就労移行支援","コンポステラ","こんぽすてら","0110202249","北海道札幌市北区","北１６条西４丁目２−３５吉江ビル２Ｆ","011-788-6143","011-788-6144","http://nporakusou.web.fc2.com/",43.08016232,141.34687551,"09:00-18:00","09:00-18:00","","","土日祝日","支援の必要性に応じて休日にも対応。また、土曜は月に1度の開所。",20
"01100","E0000001834","札幌市","特定非営利活動法人　コミュネット楽創","とくていひえいりかつどうほうじんこみゅねっとらくそう","3430005003992","北海道札幌市白石区","本郷通６丁目南２−１リラハイツ本郷通1階","011-788-8199","011-788-6144","https://cmrakusousoumu.wixsite.com/website","就労移行支援","ホワイトストーン","ほわいとすとーん","0110504693","北海道札幌市白石区","本郷通６丁目南２−１リラハイツ本郷通１Ｆ","011-867-0755","011-867-0756","https://whitestone-rakusou.jimdofree.com/",43.04354895,141.41117201,"09:00-18:00","","","","土曜、日曜、祝祭日","土曜、日曜、祝祭日",20
"01100","E0000001703","札幌市","特定非営利活動法人　スプラ","とくていひえいりかつどうほうじんすぷら","7430005005358","北海道札幌市白石区","東札幌２条１丁目３−１９第１斉藤ビル１F","011-867-0361","011-867-0341","http://npo-spr.upper.jp/","就労移行支援","多機能型事業所ｈｏｍｅ","たきのうがたじぎょうしょほーむ","0110503190","北海道札幌市白石区","東札幌２条１丁目３−１９第１斎藤ビル１F","011-867-0361","011-867-0341",,43.04545950,141.39636500,"09:50-15:30","10:00-12:30","","","日祝　土曜日（事業所カレンダーによる）",,10
"01100","A0000056439","札幌市","合同会社りふぉらす","ごうどうがいしゃりふぉらす","3430003012442","北海道札幌市豊平区","美園７条１丁目１−１２藤屋ビル２階","011-827-8325","011-827-8306",,"就労移行支援","就労支援事業所りふぉらす","しゅうろうしえんじぎょうしょりふぉらす","0110506581","北海道札幌市豊平区","美園７条１丁目１−１２藤屋ビル２階","011-598-0805","011-598-0825",,43.04175659,141.37900002,"","","","",,,
"01100","E0000001572","札幌市","社会福祉法人　草の実会","くさのみかい",,"北海道札幌市豊平区","平岸４条１７丁目６−６","011-817-9080","011-817-9899","http://www.kusanomikai.jp/","就労移行支援","便利屋くれよん","べんりやくれよん","0110502010","北海道札幌市豊平区","平岸６条１２丁目１１−９","011-837-5855","011-837-5866","http://www.kusanomikai.jp/",43.02688046,141.38103393,"08:30-17:30","09:00-13:00","","","日曜・祝日、夏季休暇、年末年始休暇",,6
"01100","E0000001577","札幌市","社会福祉法人　みなみ会","しゃかいふくしほうじんみなみかい","4430005003538","北海道札幌市豊平区","中の島二条１丁目２番２６号ハウスオブリザ中の島Ⅱ１階","011-823-2999","011-823-2999","https://www.minamikai.work/","就労移行支援","リワークあっぷる","りわーくあっぷる","0110502044","北海道札幌市豊平区","中の島２条１丁目２番２６号ハウスオブリザ中の島Ⅱ１階","011-823-3039","011-823-3039","https://www.minamikai.work/",43.03723715,141.36232673,"09:30-16:00","","","","土・日・祝　年末年始",,10
"01100","A0000056461","札幌市","株式会社　ユーファースト","かぶしきかいしゃゆーふぁーすと","2430001082827","北海道札幌市西区","八軒５条東２丁目６−２３","011-688-5491","011-688-5492","https://www.youfirst.co.jp/","就労移行支援","ユースター","ゆーすたー","0110701265","北海道札幌市西区","八軒５条東２丁目６−２３","011-688-5491","011-688-5492","https://www.youfirst.co.jp/",43.08483836,141.31841364,"10:00-15:00","10:00-11:00","","","日曜・祝日（場合によっては営業）・年末年始",,10
"01000","E0000003071","北海道","社会福祉法人　札幌緑花会","しゃかいふくしほうじんさっぽろりょくかかい","8430005000671","北海道札幌市西区","山の手三条","011-611-9301","011-621-7404","http://www.ryokkakai.or.jp/","就労移行支援","ワークすずらん","わーくすずらん","0112000740","北海道小樽市","銭函２丁目４番８号","0134-61-1273","","",43.14126845,141.16304776,"","","","",,,
"01100","A0000138850","札幌市","社会福祉法人　ともに福祉会","しゃかいふくしほうじんともにふくしかい","3430005004090","北海道札幌市西区","発寒十四条１４丁目２番３３号社会福祉法人　ともに福祉会","011-663-0200","011-663-0300","http://www.tomoni-f.or.jp","就労移行支援","ともに　宮の沢","ともにみやのさわ","0110400025","北海道札幌市西区","発寒六条１０丁目５番１号菊地ビル１階","011-213-7718","011-213-7848","http://www.tomoni-f.or.jp",43.09079473,141.27627795,"","","","",,,
"01100","E0000000952","札幌市","社会福祉法人　ともに福祉会","しゃかいふくしほうじんともにふくしかい","3430005004090","北海道札幌市西区","発寒十四条１４丁目２番３３号社会福祉法人　ともに福祉会","011-663-0200","011-663-0300","http://www.tomoni-f.or.jp","就労移行支援","ともに","ともに","0110400025","北海道札幌市西区","発寒１４条１４丁目２番３３号ともに","011-663-0200","011-663-0300","http://www.tomoni-f.or.jp",43.10977865,141.27960749,"08:30-17:15","08:30-12:30","","08:30-17:15","日曜日　１月１日",,12
"01100","E0000000106","札幌市","特定非営利活動法人　アシスト","とくていひえいりかつどうほうじんあしすと","1430005006295","北海道札幌市西区","二十四軒一条4丁目2-35アリコンビル２Ｆ","011-621-8685","011-676-7329","http://www.npo-assist.org","就労移行支援","多機能型事業所　あずあいむ　従たる就労移行支援事業所conoiro","たきのうがたじぎょうしょあずあいむじゅうたるしゅうろういこうしえんじぎょうしょこのいろ","0110101128","北海道札幌市西区","二十四軒二条4丁目2-35エクセルシュール二十四軒3Ｆ","011-215-9730","011-215-9731",,43.07438900,141.30064640,"09:00-18:00","09:00-13:00","","","日曜日・祝日・土曜日は不定期",,20
